;metro_distances;districts;prices;prices_per_meter;meters;materials;heights;floors
6903;18;Приморский;10468051;184297;56,79989908;Монолитный;13;7
6904;18;Приморский;9946551;172593;57,63009508;Монолитный;13;7
6905;18;Приморский;10173999;154292;65,93989967;Монолитный;13;7
6906;21;Ленинградская область;8500000;160377;53,00011847;Монолитный;13;7
6907;7;Адмиралтейский;13000000;248092;52,39991616;Монолитный;13;7
6908;18;Приморский;9500000;162978;58,29007596;Монолитный;13;7
6909;27;Ленинградская область;6390000;138312;46,19989589;Монолитный;13;7
6910;8;Московский;12500000;249501;50,0999996;Монолитный;13;7
6911;17;Приморский;12300000;208475;58,99988008;Монолитный;13;7
6912;10;Красногвардейский;19990000;334841;59,699977;Монолитный;13;8
6913;10;Приморский;11800000;214545;55,00011653;Монолитный;13;8
6914;18;Приморский;9990746;189506;52,71994554;Монолитный;13;8
6915;27;Красносельский;9657275;177393;54,44000045;Монолитный;13;8
6916;18;Приморский;10759440;184426;58,34014727;Монолитный;13;8
6917;18;Приморский;11736390;167185;70,20001794;Монолитный;13;8
6918;21;Приморский;9503073;184311;51,55998828;Монолитный;13;8
6919;18;Приморский;10220907;185061;55,22993499;Монолитный;13;8
6920;18;Приморский;9236005;181883;50,77992446;Монолитный;13;8
6921;18;Приморский;13433607;238481;56,32988372;Монолитный;13;8
6922;21;Приморский;9625077;162476;59,23999237;Монолитный;13;8
6923;18;Приморский;10173999;154292;65,93989967;Монолитный;13;8
6924;21;Приморский;10263051;162570;63,13004244;Монолитный;13;8
6925;19;Приморский;15485856;263186;58,83996869;Монолитный;13;8
6926;30;Красногвардейский;26000000;288889;89,99996538;Монолитный;13;8
6927;18;Приморский;9500000;162978;58,29007596;Монолитный;13;8
6928;30;Красногвардейский;8200000;143357;57,1998577;Монолитный;13;8
6929;11;Адмиралтейский;14250000;236044;60,37010049;Монолитный;13;8
6930;18;Приморский;9236005;181883;50,77992446;Монолитный;13;9
6931;18;Приморский;9882633;179033;55,20006368;Монолитный;13;9
6932;21;Приморский;9625077;162476;59,23999237;Монолитный;13;9
6933;27;Красносельский;9680466;177819;54,43999798;Монолитный;13;9
6934;18;Приморский;9990746;189506;52,71994554;Монолитный;13;9
6935;27;Красносельский;11656904;200808;58,04999801;Монолитный;13;9
6936;19;Приморский;13008237;239872;54,22991012;Монолитный;13;9
6937;12;Василеостровский;13100000;170130;76,99994122;Монолитный;13;9
6938;20;Приморский;13218000;238248;55,48000403;Монолитный;13;9
6939;30;Приморский;9800000;178182;54,99994388;Монолитный;13;9
6940;17;Приморский;11800000;214545;55,00011653;Монолитный;13;9
6941;20;Петроградский;27270000;251336;108,5001751;Монолитный;13;9
6942;33;Приморский;9371952;173555;53,99989629;Монолитный;13;9
6943;9;Красногвардейский;19500000;300462;64,90005392;Монолитный;13;9
6944;17;Ленинградская область;6500000;119816;54,24984977;Монолитный;13;9
6945;6;Ленинградская область;6550000;115663;56,63003726;Монолитный;13;9
6946;15;Красногвардейский;7280000;136075;53,49990814;Монолитный;13;9
6947;18;Приморский;12952000;196779;65,82003161;Монолитный;13;9
6948;21;Приморский;9763008;164832;59,23005242;Монолитный;13;11
6949;18;Приморский;9362912;184382;50,77996768;Монолитный;13;11
6950;18;Приморский;10099487;175247;57,63001364;Монолитный;13;11
6951;18;Приморский;10338839;156792;65,93983749;Монолитный;13;11
6952;18;Приморский;10394330;188201;55,22994033;Монолитный;13;11
6953;21;Приморский;10408084;164972;63,09000315;Монолитный;13;11
6954;18;Приморский;10937382;192865;56,7100407;Монолитный;13;11
6955;18;Приморский;15539523;242464;64,09002161;Монолитный;13;11
6956;19;Приморский;13391569;246940;54,23005183;Монолитный;13;11
6957;21;Приморский;9906762;172202;57,52988932;Монолитный;13;11
6958;18;Приморский;14045255;251167;55,91998551;Монолитный;13;11
6959;18;Приморский;14207526;234602;60,5601231;Монолитный;13;11
6960;18;Приморский;14270056;246248;57,94993665;Монолитный;13;11
6961;18;Приморский;14562661;230276;63,24002936;Монолитный;13;11
6962;19;Приморский;13562349;239026;56,74005757;Монолитный;13;11
6963;18;Приморский;15140459;233325;64,88999893;Монолитный;13;11
6964;27;Пушкинский;6730000;114068;58,9998948;Монолитный;13;11
6965;9;Красносельский;6700000;151755;44,15011038;Монолитный;13;11
6966;33;Приморский;9371952;173555;53,99989629;Монолитный;13;11
6967;21;Василеостровский;12000000;184900;64,89994592;Монолитный;13;11
6968;18;Приморский;10000000;163693;61,08996719;Монолитный;13;11
6969;8;Выборгский;20400000;235838;86,50005512;Монолитный;13;11
6970;45;Красногвардейский;12990000;194170;66,90013905;Монолитный;13;11
6971;18;Приморский;11990000;190317;63,00015238;Монолитный;13;11
6972;15;Приморский;13600000;226139;60,14000239;Монолитный;13;11
6998;17;Приморский;12700000;235185;54,00004252;Монолитный;13;13
6999;21;Приморский;9693199;163654;59,22983245;Монолитный;13;13
7000;18;Приморский;10062759;190872;52,71993273;Монолитный;13;13
7001;21;Приморский;10332315;163771;63,09001594;Монолитный;13;13
7002;18;Приморский;10307658;186632;55,2298534;Монолитный;13;13
7003;18;Приморский;15440968;240926;64,09008575;Монолитный;13;13
7004;18;Приморский;9299487;183133;50,7799632;Монолитный;13;13
7005;18;Приморский;10023053;173921;57,62991818;Монолитный;13;13
7006;18;Приморский;10256384;155541;65,94006725;Монолитный;13;13
7007;18;Приморский;10743086;184146;58,3400454;Монолитный;13;13
7008;19;Приморский;13983966;257816;54,24010147;Монолитный;13;13
7009;18;Приморский;14107025;248538;56,76003267;Монолитный;13;13
7010;19;Приморский;15842441;269246;58,84002362;Монолитный;13;13
7011;19;Приморский;16346254;280960;58,18000427;Монолитный;13;13
7012;18;Приморский;13953074;249518;55,92010997;Монолитный;13;13
7013;18;Приморский;12300000;223230;55,10012095;Монолитный;13;13
7014;15;Красногвардейский;8150000;159304;51,1600462;Монолитный;13;13
7015;18;Приморский;12930000;223586;57,8300967;Монолитный;13;13
7016;51;Приморский;9500000;163793;58,00003663;Монолитный;13;13
7017;12;Василеостровский;13500000;175553;76,89985361;Монолитный;13;13
7018;30;Приморский;12000000;218182;54,99995417;Монолитный;13;13
7019;18;Приморский;11950000;181061;65,9998564;Монолитный;13;13
7020;6;Ленинградская область;8600000;153571;56,00015628;Монолитный;13;13
7021;15;Петроградский;17800000;264881;67,19998792;Монолитный;14;1
7022;14;Приморский;14610158;221433;65,98003911;Монолитный;14;1
7023;17;Приморский;14393669;240818;59,76990507;Монолитный;14;1
7024;17;Приморский;13078601;250500;52,20998403;Монолитный;14;1
7025;18;Приморский;14121164;237930;59,35007775;Монолитный;14;1
7026;14;Приморский;14395910;228253;63,0699706;Монолитный;14;1
7027;17;Приморский;14595446;212576;68,65989575;Монолитный;14;1
7028;17;Приморский;16678709;218823;76,22009112;Монолитный;14;1
7029;17;Приморский;16834464;219714;76,61989677;Монолитный;14;1
7030;17;Приморский;17357604;234562;74,00006821;Монолитный;14;1
7031;14;Приморский;14658456;225932;64,87994618;Монолитный;14;1
7032;17;Приморский;14788639;230712;64,09999913;Монолитный;14;1
7033;13;Приморский;15046462;232665;64,6700707;Монолитный;14;1
7034;18;Приморский;15718104;235512;66,74014063;Монолитный;14;1
7035;17;Приморский;16019566;257922;62,11011856;Монолитный;14;1
7036;14;Приморский;18502172;221822;83,4099954;Монолитный;14;1
7037;18;Приморский;15273029;225366;67,76988987;Монолитный;14;1
7038;14;Приморский;15349392;221684;69,23996319;Монолитный;14;1
7039;15;Приморский;15565000;205859;75,61000491;Монолитный;14;1
7040;14;Приморский;15270759;229566;66,52012493;Монолитный;14;2
7041;18;Приморский;13520000;192647;70,1801741;Монолитный;14;2
7042;12;Московский;9720000;170706;56,94000211;Монолитный;14;2
7043;17;Приморский;13129749;257194;51,04998173;Монолитный;14;2
7044;15;Василеостровский;13781760;222000;62,08;Монолитный;14;2
7045;15;Василеостровский;13800930;214500;64,34;Монолитный;14;2
7046;17;Приморский;14870280;234215;63,48987042;Монолитный;14;2
7047;18;Приморский;16174650;223099;72,49987674;Монолитный;14;2
7048;13;Приморский;16549509;223642;74,00000447;Монолитный;14;2
7049;13;Приморский;16542164;210782;78,47996508;Монолитный;14;2
7050;14;Приморский;16959576;221145;76,68984603;Монолитный;14;2
7051;18;Приморский;17109786;220317;77,65985376;Монолитный;14;2
7052;13;Приморский;17723046;209468;84,60980197;Монолитный;14;2
7053;14;Приморский;18240916;215563;84,61988375;Монолитный;14;2
7054;14;Приморский;18381384;228738;80,35999266;Монолитный;14;2
7055;14;Приморский;15097090;234718;64,32012031;Монолитный;14;2
7056;17;Приморский;15947834;206124;77,37009761;Монолитный;14;2
7057;17;Приморский;16603523;221321;75,02009751;Монолитный;14;2
7058;14;Приморский;16846204;221865;75,92997544;Монолитный;14;2
7059;17;Приморский;16986624;215075;78,98000232;Монолитный;14;2
7060;18;Василеостровский;12604464;214800;58,68;Монолитный;14;2
7061;18;Василеостровский;12932876;235400;54,94;Монолитный;14;2
7062;18;Василеостровский;13298664;218800;60,78;Монолитный;14;2
7063;18;Василеостровский;13215520;218800;60,4;Монолитный;14;2
7064;18;Василеостровский;13389568;216800;61,76;Монолитный;14;2
7065;17;Приморский;13968134;240955;57,96988649;Монолитный;14;2
7066;15;Василеостровский;14717180;218000;67,51;Монолитный;14;2
7067;17;Приморский;14876673;243760;61,03000082;Монолитный;14;2
7068;14;Приморский;15040756;229315;65,58993524;Монолитный;14;2
7069;15;Василеостровский;15119100;214000;70,65;Монолитный;14;2
7070;15;Василеостровский;15273510;257000;59,43;Монолитный;14;2
7071;14;Приморский;15370370;219797;69,92984436;Монолитный;14;2
7072;14;Приморский;15534487;226285;68,65009612;Монолитный;14;2
7073;13;Приморский;15990069;206563;77,41013153;Монолитный;14;2
7074;17;Приморский;16372190;222237;73,66995595;Монолитный;14;2
7075;14;Приморский;16242700;217003;74,85011728;Монолитный;14;2
7076;18;Приморский;14195615;241545;58,77006355;Монолитный;14;2
7077;17;Приморский;15198620;254370;59,75004914;Монолитный;14;2
7078;17;Приморский;17401888;205672;84,60990315;Монолитный;14;2
7079;17;Приморский;15691181;227970;68,83002588;Монолитный;14;2
7080;18;Ленинградская область;6250000;108450;57,63024435;Монолитный;14;2
7081;42;Ленинградская область;11049000;165976;66,56986552;Монолитный;14;2
7082;17;Приморский;14500000;198413;73,07988892;Монолитный;14;2
7083;10;Приморский;14830000;226102;65,58986652;Монолитный;14;2
7084;12;Приморский;15950000;217066;73,47995541;Монолитный;14;2
7085;20;Приморский;22500000;312500;72;Монолитный;14;2
7086;12;Приморский;16400000;235598;69,61009856;Монолитный;14;2
7087;14;Приморский;13990000;235919;59,30001399;Монолитный;14;2
7088;17;Ленинградская область;6250000;107759;57,99979584;Монолитный;14;2
7145;15;Василеостровский;14427780;222000;64,99;Монолитный;14;3
7146;15;Василеостровский;14535475;215500;67,45;Монолитный;14;3
7147;15;Василеостровский;14574265;215500;67,63;Монолитный;14;3
7148;17;Приморский;16491330;226032;72,96015608;Монолитный;14;3
7149;17;Приморский;17294804;225663;76,63996313;Монолитный;14;3
7150;14;Приморский;18174988;216420;83,98016819;Монолитный;14;3
7151;17;Приморский;16909102;223843;75,54000795;Монолитный;14;3
7152;17;Приморский;16747294;224374;74,64008308;Монолитный;14;3
7153;17;Приморский;17482256;225577;77,50017067;Монолитный;14;3
7154;17;Приморский;15130510;238313;63,49007398;Монолитный;14;3
7155;14;Приморский;16235373;218776;74,21002761;Монолитный;14;3
7156;17;Приморский;13198706;258191;51,11993059;Монолитный;14;3
7157;14;Приморский;16512159;222506;74,20994939;Монолитный;14;3
7158;81;Курортный;8900000;197778;44,99994944;Монолитный;14;3
7159;15;Приморский;13585000;281671;48,23002723;Монолитный;14;3
7160;10;Приморский;16330000;209843;77,82008454;Монолитный;14;3
7161;15;Приморский;15675000;221461;70,77995674;Монолитный;14;3
7162;18;Приморский;12940000;217882;59,38994502;Монолитный;14;3
7163;30;Красносельский;9999000;183468;54,4999673;Монолитный;14;3
7164;18;Приморский;7200000;197748;36,40997633;Монолитный;14;3
7165;10;Адмиралтейский;13500000;208978;64,60010145;Монолитный;14;3
7187;18;Василеостровский;13898400;240000;57,91;Монолитный;14;4
7188;15;Василеостровский;14492770;223000;64,99;Монолитный;14;4
7189;15;Василеостровский;14631070;216500;67,58;Монолитный;14;4
7190;15;Василеостровский;15075075;223500;67,45;Монолитный;14;4
7191;15;Василеостровский;16192680;222000;72,94;Монолитный;14;4
7192;14;Приморский;16288204;218487;74,54999153;Монолитный;14;4
7193;17;Приморский;16441271;225254;72,98991805;Монолитный;14;4
7194;17;Приморский;17385118;226841;76,64010474;Монолитный;14;4
7195;17;Приморский;17699876;227974;77,63988876;Монолитный;14;4
7196;14;Приморский;18370552;230438;79,72015032;Монолитный;14;4
7197;18;Приморский;16241004;226072;71,83996249;Монолитный;14;4
7198;18;Василеостровский;13614528;220800;61,66;Монолитный;14;4
7199;18;Василеостровский;13734280;216800;63,35;Монолитный;14;4
7200;18;Василеостровский;13946964;214800;64,93;Монолитный;14;4
7201;17;Приморский;15945836;234601;67,9700257;Монолитный;14;4
7202;17;Приморский;16997708;225016;75,53999716;Монолитный;14;4
7203;18;Приморский;18600300;221538;83,95986242;Монолитный;14;4
7204;15;Приморский;12700000;235185;54,00004252;Монолитный;14;4
7205;13;Приморский;13900000;208209;66,75984227;Монолитный;14;4
7225;15;Василеостровский;15108850;224500;67,3;Монолитный;14;5
7226;17;Приморский;16555744;226822;72,99002742;Монолитный;14;5
7227;18;Приморский;16619679;230158;72,20986887;Монолитный;14;5
7228;14;Приморский;18241138;217208;83,98004678;Монолитный;14;5
7229;18;Приморский;17497760;228998;76,41009965;Монолитный;14;5
7230;17;Приморский;17836184;229404;77,75010026;Монолитный;14;5
7231;17;Приморский;16824396;226347;74,33010378;Монолитный;14;5
7232;18;Приморский;17329778;224160;77,30985903;Монолитный;14;5
7233;60;Ленинградская область;6880000;156720;43,89994895;Монолитный;14;5
7234;19;Приморский;32107900;289260;111,0001383;Монолитный;14;5
7235;45;Ленинградская область;6800000;158140;42,99987353;Монолитный;14;5
7236;5;Красногвардейский;25500000;273019;93,40009303;Монолитный;14;5
7237;10;Московский;20900000;279039;74,89992438;Монолитный;14;5
7238;13;Невский;10600000;179966;58,90001445;Монолитный;14;6
7239;14;Приморский;16440698;221215;74,31999638;Монолитный;14;6
7240;17;Приморский;14984613;255274;58,70011439;Монолитный;14;6
7241;18;Василеостровский;13795976;224800;61,37;Монолитный;14;6
7242;15;Василеостровский;14817720;228000;64,99;Монолитный;14;6
7243;17;Приморский;16811060;254405;66,07991195;Монолитный;14;6
7244;14;Приморский;18307288;217996;83,97992624;Монолитный;14;6
7245;17;Приморский;15137345;253345;59,74992599;Монолитный;14;6
7246;18;Василеостровский;13917024;220800;63,03;Монолитный;14;6
7247;18;Василеостровский;14100288;220800;63,86;Монолитный;14;6
7248;15;Василеостровский;16484440;226000;72,94;Монолитный;14;6
7249;17;Приморский;15421184;240805;64,04013206;Монолитный;14;6
7250;17;Приморский;16805996;230345;72,96010766;Монолитный;14;6
7251;17;Приморский;17071912;228387;74,74992885;Монолитный;14;6
7252;17;Приморский;17625952;229984;76,63990538;Монолитный;14;6
7253;17;Приморский;13547088;265006;51,11992936;Монолитный;14;6
7254;48;Ленинградская область;9049000;161014;56,20008198;Монолитный;14;6
7255;18;Красносельский;9990000;207692;48,10007126;Монолитный;14;6
7256;17;Петроградский;21000000;321101;65,39998318;Монолитный;14;6
7257;18;Приморский;16222807;230078;70,51003138;Монолитный;14;6
7258;18;Приморский;16464440;229182;71,84002234;Монолитный;14;6
7259;13;Приморский;13500000;233564;57,80000343;Монолитный;14;6
7260;12;Ленинградская область;8900000;158363;56,19999621;Монолитный;14;6
7284;24;Калининский;11950000;208551;57,30013282;Монолитный;14;7
7285;15;Василеостровский;17000000;247093;68,80000648;Монолитный;14;7
7286;18;Приморский;16072784;239428;67,12992632;Монолитный;14;7
7287;14;Приморский;16572693;222991;74,32000843;Монолитный;14;7
7288;17;Приморский;17070876;233880;72,98989225;Монолитный;14;7
7289;14;Приморский;17694488;232394;76,14003804;Монолитный;14;7
7290;17;Приморский;18068944;232727;77,64008473;Монолитный;14;7
7291;17;Приморский;19034950;226661;83,97982008;Монолитный;14;7
7292;17;Приморский;15396002;253976;60,61990897;Монолитный;14;7
7293;14;Приморский;16376298;241431;67,8301378;Монолитный;14;7
7294;17;Приморский;14525664;249111;58,31000638;Монолитный;14;7
7295;17;Приморский;15224690;253070;60,15999526;Монолитный;14;7
7296;18;Приморский;16332699;231637;70,50988832;Монолитный;14;7
7297;17;Приморский;17189954;229966;74,74998043;Монолитный;14;7
7298;17;Приморский;17987200;234697;76,6400934;Монолитный;14;7
7299;17;Приморский;13616764;266369;51,11992762;Монолитный;14;7
7300;15;Василеостровский;29900000;284762;104,9999649;Монолитный;14;7
7301;21;Пушкинский;6200000;106897;57,99975678;Монолитный;14;7
7302;18;Приморский;16990908;235299;72,20986065;Монолитный;14;7
7303;18;Приморский;15530821;244195;63,60007781;Монолитный;14;7
7304;30;Калининский;12100000;211169;57,30007719;Монолитный;14;7
7305;19;Приморский;25000000;291375;85,8000858;Монолитный;14;7
7328;17;Приморский;15415524;242802;63,49010305;Монолитный;14;8
7329;14;Приморский;16901304;227750;74,20989682;Монолитный;14;8
7330;17;Приморский;17176432;231083;74,33014112;Монолитный;14;8
7331;18;Приморский;17333584;240044;72,21002816;Монолитный;14;8
7332;17;Приморский;17471532;239369;72,98995275;Монолитный;14;8
7333;18;Приморский;18295898;236656;77,31009567;Монолитный;14;8
7334;14;Приморский;18439592;219571;83,98008845;Монолитный;14;8
7335;17;Приморский;18191968;234312;77,63993308;Монолитный;14;8
7336;17;Приморский;18120060;239874;75,53990845;Монолитный;14;8
7337;18;Василеостровский;14162720;228800;61,9;Монолитный;14;8
7338;18;Василеостровский;14366968;224800;63,91;Монолитный;14;8
7339;17;Приморский;13825793;270458;51,1199262;Монолитный;14;8
7340;17;Приморский;14888806;255339;58,30995657;Монолитный;14;8
7341;17;Приморский;15545850;242752;64,0400491;Монолитный;14;8
7342;27;Выборгский;8300000;128284;64,70019644;Монолитный;14;8
7343;48;Выборгский;6550000;96324;67,99966779;Монолитный;14;8
7344;15;Василеостровский;15012690;231000;64,99;Монолитный;14;8
7345;17;Приморский;12000000;200000;60;Монолитный;14;8
7346;15;Василеостровский;14974250;222500;67,3;Монолитный;14;8
7347;10;Выборгский;13600000;186174;73,04994253;Монолитный;14;8
7368;17;Приморский;15390000;204382;75,30017321;Монолитный;14;9
7369;17;Приморский;14024869;274352;51,1199809;Монолитный;14;9
7370;15;Василеостровский;15171710;224500;67,58;Монолитный;14;9
7371;17;Приморский;15688525;260304;60,27001122;Монолитный;14;9
7372;17;Приморский;15726591;259429;60,62001935;Монолитный;14;9
7373;14;Приморский;16016763;250262;63,99998002;Монолитный;14;9
7374;14;Приморский;17003016;250155;67,96992265;Монолитный;14;9
7375;17;Приморский;17293778;232662;74,3300496;Монолитный;14;9
7376;17;Приморский;17424694;263691;66,07997239;Монолитный;14;9
7377;17;Приморский;17426040;233124;74,75009008;Монолитный;14;9
7378;18;Приморский;17982546;235343;76,40994633;Монолитный;14;9
7379;14;Приморский;18571892;221147;83,97985051;Монолитный;14;9
7380;14;Приморский;17350376;222955;77,82008029;Монолитный;14;9
7381;17;Приморский;18007446;246813;72,95987651;Монолитный;14;9
7382;17;Приморский;18857928;243517;77,43988305;Монолитный;14;9
7383;17;Приморский;19059936;245144;77,74995921;Монолитный;14;9
7384;18;Приморский;14778275;254491;58,06993175;Монолитный;14;9
7385;17;Приморский;15122932;257631;58,69997011;Монолитный;14;9
7386;15;Василеостровский;16922080;232000;72,94;Монолитный;14;9
7387;17;Приморский;15514659;244364;63,48995351;Монолитный;14;9
7388;13;Приморский;17930152;235613;76,10001146;Монолитный;14;9
7389;10;Приморский;15950000;213721;74,63000828;Монолитный;14;9
7390;21;Ленинградская область;6100000;119608;50,99993311;Монолитный;14;9
7391;18;Приморский;6300000;167109;37,69994435;Монолитный;14;9
7392;12;Приморский;13699000;241605;56,69998551;Монолитный;14;9
7393;9;Московский;14500000;172619;84,00002317;Монолитный;14;9
7394;17;Приморский;14700000;210000;70;Монолитный;14;9
7395;18;Приморский;17676256;244790;72,20987785;Монолитный;14;9
7396;13;Приморский;16026651;230799;69,43986326;Монолитный;14;9
7397;13;Приморский;16877360;227427;74,21001025;Монолитный;14;9
7398;14;Приморский;15570566;239842;64,9200974;Монолитный;14;9
7399;18;Ленинградская область;6400000;115670;55,32981758;Монолитный;14;9
7400;13;Приморский;18386658;241612;76,09993709;Монолитный;14;10
7401;18;Василеостровский;14419632;232800;61,94;Монолитный;14;10
7402;17;Приморский;15206555;260788;58,31002577;Монолитный;14;10
7403;17;Приморский;15253865;270171;56,46003827;Монолитный;14;10
7404;17;Приморский;15869982;247814;64,03989282;Монолитный;14;10
7405;15;Василеостровский;16046800;220000;72,94;Монолитный;14;10
7406;18;Приморский;16967172;236180;71,84000339;Монолитный;14;10
7407;14;Приморский;17230208;253013;68,10008972;Монолитный;14;10
7408;17;Приморский;17731512;268334;66,08000477;Монолитный;14;10
7409;18;Приморский;17757168;254401;69,79991431;Монолитный;14;10
7410;17;Приморский;18241052;250323;72,87005988;Монолитный;14;10
7411;17;Приморский;18372484;237064;77,50010124;Монолитный;14;10
7412;17;Приморский;19070948;248838;76,64001479;Монолитный;14;10
7413;17;Приморский;19597234;233356;83,97998766;Монолитный;14;10
7414;17;Приморский;15233762;268673;56,70001079;Монолитный;14;10
7415;17;Приморский;15846545;265214;59,75003205;Монолитный;14;10
7416;14;Приморский;16968678;228319;74,32004345;Монолитный;14;10
7417;18;Приморский;17024462;253604;67,13010047;Монолитный;14;10
7418;18;Приморский;18164340;237722;76,41000833;Монолитный;14;10
7419;18;Василеостровский;14257056;234800;60,72;Монолитный;14;10
7420;14;Приморский;15072966;260778;57,7999908;Монолитный;14;10
7421;17;Приморский;17223626;230787;74,62996616;Монолитный;14;10
7422;14;Приморский;18501360;245084;75,48987286;Монолитный;14;10
7423;14;Приморский;15184950;255639;59,39997418;Монолитный;14;10
7424;13;Приморский;17822176;240840;74,00006643;Монолитный;14;10
7425;18;Приморский;14048754;274015;51,27001806;Монолитный;14;10
7426;17;Приморский;15824456;249243;63,49007194;Монолитный;14;10
7427;17;Приморский;18136392;232577;77,98016141;Монолитный;14;10
7428;18;Василеостровский;7849000;195249;40,19994981;Монолитный;14;10
7429;13;Приморский;14000000;260999;53,64005226;Монолитный;14;10
7430;21;Пушкинский;6100000;110708;55,09990245;Монолитный;14;10
7431;12;Калининский;23800000;264444;90,00015126;Монолитный;14;10
7432;15;Калининский;11500000;145570;78,99979391;Монолитный;14;10
7433;13;Приморский;18701394;222689;83,97987328;Монолитный;14;10
7434;18;Приморский;16717321;237091;70,51014589;Монолитный;14;10
7435;14;Приморский;16455082;228321;72,06994538;Монолитный;14;10
7436;9;Невский;9999000;176973;56,50014409;Монолитный;14;10
7465;14;Приморский;17359864;233929;74,20996969;Монолитный;14;11
7466;18;Приморский;15167798;258044;58,77989025;Монолитный;14;11
7467;17;Приморский;15433518;264680;58,31010277;Монолитный;14;11
7468;15;Василеостровский;15374450;227500;67,58;Монолитный;14;11
7469;17;Приморский;15474935;274087;56,4599379;Монолитный;14;11
7470;17;Приморский;15973159;251585;63,49010871;Монолитный;14;11
7471;17;Приморский;16161594;268644;60,1598919;Монолитный;14;11
7472;14;Приморский;16287588;247231;65,88003932;Монолитный;14;11
7473;15;Василеостровский;16265620;223000;72,94;Монолитный;14;11
7474;14;Приморский;17144672;230687;74,32006138;Монолитный;14;11
7475;14;Приморский;17805044;261954;67,97011689;Монолитный;14;11
7476;18;Приморский;18087790;259137;69,80010574;Монолитный;14;11
7477;18;Приморский;18361604;254281;72,20989378;Монолитный;14;11
7478;13;Приморский;18803422;223904;83,97983957;Монолитный;14;11
7479;14;Приморский;18918460;250609;75,48994649;Монолитный;14;11
7480;17;Приморский;19794188;254588;77,74988609;Монолитный;14;11
7481;17;Приморский;22641570;251210;90,13005056;Монолитный;14;11
7482;18;Приморский;16992052;240988;70,5099507;Монолитный;14;11
7483;17;Приморский;18808412;257791;72,9599249;Монолитный;14;11
7484;17;Приморский;19006126;251603;75,54014062;Монолитный;14;11
7485;17;Приморский;19432196;253552;76,63988452;Монолитный;14;11
7486;17;Приморский;19696460;234538;83,97982416;Монолитный;14;11
7487;14;Приморский;14263760;279025;51,12000717;Монолитный;14;11
7488;14;Приморский;15596574;242786;64,2400056;Монолитный;14;11
7489;13;Приморский;15632220;229380;68,14988229;Монолитный;14;11
7490;17;Приморский;15770825;238988;65,99002879;Монолитный;14;11
7491;13;Приморский;16343240;235358;69,43991706;Монолитный;14;11
7492;17;Приморский;15553802;246066;63,20987865;Монолитный;14;11
7493;14;Приморский;18640720;239045;77,97996193;Монолитный;14;11
7494;13;Приморский;17339944;247043;70,18998312;Монолитный;14;11
7495;11;Приморский;16900000;182505;92,60020273;Монолитный;14;11
7496;48;Выборгский;6750000;99265;67,99979852;Монолитный;14;11
7497;48;Выборгский;6490000;96291;67,39986084;Монолитный;14;11
7498;18;Приморский;17341688;258330;67,12998103;Монолитный;14;11
7527;20;Ленинградская область;5150000;95194;54,10004832;Монолитный;14;12
7528;16;Адмиралтейский;12750000;230561;55,29989894;Монолитный;14;12
7529;18;Приморский;15365790;264608;58,070013;Монолитный;14;12
7530;17;Приморский;14622095;286035;51,11995036;Монолитный;14;12
7531;17;Приморский;15677895;276506;56,70001736;Монолитный;14;12
7532;14;Приморский;15977832;246116;64,91992394;Монолитный;14;12
7533;17;Приморский;16434996;271115;60,62001734;Монолитный;14;12
7534;17;Приморский;16704281;263101;63,48999434;Монолитный;14;12
7535;15;Василеостровский;17505600;240000;72,94;Монолитный;14;12
7536;13;Приморский;17449028;225411;77,40983359;Монолитный;14;12
7537;13;Приморский;17705976;227525;77,8199143;Монолитный;14;12
7538;17;Приморский;18345148;277620;66,08006628;Монолитный;14;12
7539;18;Приморский;18704278;259026;72,21004069;Монолитный;14;12
7540;17;Приморский;19046504;261305;72,88993322;Монолитный;14;12
7541;14;Приморский;19068026;227054;83,98013688;Монолитный;14;12
7542;14;Приморский;19335560;256134;75,49001694;Монолитный;14;12
7543;14;Приморский;19540448;245113;79,72016172;Монолитный;14;12
7544;14;Приморский;19720120;258998;76,14004741;Монолитный;14;12
7545;17;Приморский;24429248;270924;90,17011413;Монолитный;14;12
7546;17;Приморский;34515208;314117;109,880102;Монолитный;14;12
7547;18;Приморский;15398662;261971;58,78002527;Монолитный;14;12
7548;17;Приморский;16311594;272997;59,75008517;Монолитный;14;12
7549;14;Приморский;18206058;267854;67,97008072;Монолитный;14;12
7550;17;Приморский;20161314;259310;77,74985153;Монолитный;14;12
7551;18;Василеостровский;14657920;236800;61,9;Монолитный;14;12
7552;13;Приморский;15276565;241527;63,24992651;Монолитный;14;12
7553;13;Приморский;16577486;238731;69,44002245;Монолитный;14;12
7554;17;Приморский;18491524;220163;83,99015275;Монолитный;14;12
7555;17;Приморский;16094381;251318;64,03990562;Монолитный;14;12
7556;14;Приморский;16686943;231538;72,06999715;Монолитный;14;12
7557;13;Приморский;17448136;235118;74,21012428;Монолитный;14;12
7558;10;Приморский;16520000;228619;72,2599609;Монолитный;14;12
7559;10;Приморский;15080000;238419;63,24999266;Монолитный;14;12
7560;24;Пушкинский;6480000;112500;57,6;Монолитный;14;12
7561;63;Ленинградская область;7530000;138725;54,28005046;Монолитный;14;12
7562;17;Выборгский;14900000;205517;72,50008515;Монолитный;14;12
7563;18;Приморский;18418412;263874;69,80002577;Монолитный;14;12
7564;18;Приморский;19986608;258526;77,30985665;Монолитный;14;12
