;metro_distances;districts;prices;prices_per_meter;meters;materials;heights;floors
9107;60;Красносельский;15049000;250817;59,99992026;Монолитный;19;3
9108;10;Приморский;13500000;229202;58,9000096;Монолитный;19;3
9109;30;Пушкинский;8700000;142390;61,09979633;Монолитный;19;3
9110;9;Красногвардейский;7700000;133218;57,799997;Монолитный;19;3
9111;14;Невский;11990000;218000;55;Монолитный;19;3
9112;18;Василеостровский;11700000;188710;61,99989402;Монолитный;19;3
9113;9;Ленинградская область;4717000;138940;33,94990643;Монолитный;19;3
9114;33;Приморский;9300000;166042;56,0099252;Монолитный;19;3
9115;9;Ленинградская область;10500000;138889;75,59993952;Монолитный;19;4
9116;19;Приморский;11721600;185380;63,23012191;Монолитный;19;4
9117;19;Приморский;12776400;188554;67,75989902;Монолитный;19;4
9118;19;Приморский;13688400;189275;72,32016907;Монолитный;19;4
9119;8;Московский;16110759;234168;68,80000256;Монолитный;19;4
9120;19;Приморский;12940200;188908;68,50001059;Монолитный;19;4
9121;8;Московский;19431564;212599;91,40007244;Монолитный;19;4
9122;48;Василеостровский;12499000;201597;61,99993055;Монолитный;19;4
9123;24;Калининский;14349000;204986;69,99990243;Монолитный;19;4
9124;12;Московский;13000000;189781;68,5000079;Монолитный;19;4
9125;7;Московский;18000000;296540;60,70007419;Монолитный;19;4
9126;9;Ленинградская область;7500000;132649;56,54019254;Монолитный;19;4
9127;30;Приморский;7800000;136842;57,00004385;Монолитный;19;4
9128;15;Московский;12900000;188321;68,50006107;Монолитный;19;4
9129;10;Калининский;13800000;186486;74,00019304;Монолитный;19;4
9130;12;Московский;12940000;188905;68,5000397;Монолитный;19;4
9131;18;Василеостровский;11600000;175758;65,99984069;Монолитный;19;4
9132;12;Невский;10000000;169779;58,90009954;Монолитный;19;4
9133;24;Приморский;9800000;171749;57,06001199;Монолитный;19;5
9134;18;Невский;13850000;209785;66,01997283;Монолитный;19;5
9135;19;Приморский;11721600;185380;63,23012191;Монолитный;19;5
9136;19;Приморский;12949080;191046;67,77990641;Монолитный;19;5
9137;19;Приморский;13688400;189275;72,32016907;Монолитный;19;5
9138;8;Московский;17007805;207919;81,80014813;Монолитный;19;5
9139;19;Приморский;12940200;188908;68,50001059;Монолитный;19;5
9140;30;Василеостровский;7669000;195638;39,19995093;Монолитный;19;5
9141;12;Ленинградская область;7400000;142308;51,99988757;Монолитный;19;5
9142;18;Красногвардейский;8950000;147690;60,59990521;Монолитный;19;5
9143;10;Московский;17600000;258824;67,99987636;Монолитный;19;5
9144;12;Приморский;10700000;191756;55,80007927;Монолитный;19;5
9145;14;Московский;9858000;160006;61,61018962;Монолитный;19;5
9146;8;Невский;14260000;245862;58,00001627;Монолитный;19;5
9147;15;Ленинградская область;7990000;153950;51,89996752;Монолитный;19;5
9148;14;Ленинградская область;10700000;170111;62,9001064;Монолитный;19;5
9149;8;Московский;16012595;219953;72,80007547;Монолитный;19;6
9150;8;Московский;15392717;240511;64,00005405;Монолитный;19;6
9151;8;Московский;17035150;208254;81,79986939;Монолитный;19;6
9152;8;Московский;19798204;216611;91,39980887;Монолитный;19;6
9153;12;Московский;11749000;183578;64,00004358;Монолитный;19;6
9154;10;Московский;17500000;287829;60,79998888;Монолитный;19;6
9155;19;Приморский;11840400;185325;63,88992311;Монолитный;19;6
9156;19;Приморский;12877200;188484;68,31985739;Монолитный;19;6
9157;19;Приморский;13084200;188805;69,3000715;Монолитный;19;6
9158;19;Приморский;13348020;191644;69,65008036;Монолитный;19;6
9159;19;Приморский;13904340;189175;73,49988106;Монолитный;19;6
9160;9;Ленинградская область;6245308;127455;49,000102;Монолитный;19;6
9161;19;Приморский;11840400;185325;63,88992311;Монолитный;19;7
9162;19;Приморский;13904340;189175;73,49988106;Монолитный;19;7
9163;19;Приморский;13084200;188805;69,3000715;Монолитный;19;7
9164;10;Адмиралтейский;17500000;257353;67,99998446;Монолитный;19;7
9165;24;Невский;10549000;164059;64,3000384;Монолитный;19;7
9166;18;Василеостровский;13150000;252885;51,99992091;Монолитный;19;7
9167;20;Ленинградская область;8300000;147950;56,1000338;Монолитный;19;7
9168;18;Ленинградская область;7200000;136364;52,7998592;Монолитный;19;7
9169;19;Приморский;12877200;188484;68,31985739;Монолитный;19;7
9170;19;Приморский;13348020;191644;69,65008036;Монолитный;19;7
9171;9;Адмиралтейский;17900000;290113;61,70009617;Монолитный;19;7
9172;27;Невский;10695000;164286;65,09988678;Монолитный;19;7
9173;10;Адмиралтейский;28000000;339394;82,49998527;Монолитный;19;7
9174;19;Приморский;12877200;188484;68,31985739;Монолитный;19;8
9175;19;Приморский;13348020;191644;69,65008036;Монолитный;19;8
9176;19;Приморский;13904340;189175;73,49988106;Монолитный;19;8
9177;60;Красносельский;12049000;160653;75,00015561;Монолитный;19;8
9178;20;Фрунзенский;13500000;207692;65,0000963;Монолитный;19;8
9179;10;Московский;10330000;192365;53,6999974;Монолитный;19;8
9180;19;Приморский;11838600;185326;63,87986575;Монолитный;19;8
9181;19;Приморский;13084200;188805;69,3000715;Монолитный;19;8
9182;9;Ленинградская область;8200000;144392;56,78984985;Монолитный;19;8
9183;12;Невский;14490000;241500;60;Монолитный;19;8
9184;60;Невский;10749000;158306;67,90014276;Монолитный;19;9
9185;15;Красносельский;15590000;222714;70,0000898;Монолитный;19;9
9186;19;Приморский;13904340;189175;73,49988106;Монолитный;19;9
9187;19;Приморский;11840400;185325;63,88992311;Монолитный;19;9
9188;19;Приморский;13084200;188805;69,3000715;Монолитный;19;9
9189;8;Московский;17390616;212599;81,80008373;Монолитный;19;9
9190;21;Невский;10819000;159337;67,90011109;Монолитный;19;9
9191;12;Красногвардейский;8369000;133264;62,80015608;Монолитный;19;9
9192;19;Приморский;12877200;188484;68,31985739;Монолитный;19;9
9193;19;Приморский;13348020;191644;69,65008036;Монолитный;19;9
9194;20;Ленинградская область;6470000;126738;51,05019805;Монолитный;19;9
9195;9;Ленинградская область;6245308;127455;49,000102;Монолитный;19;10
9196;15;Московский;16900000;230245;73,40007383;Монолитный;19;10
9197;24;Приморский;9900000;173502;57,05986098;Монолитный;19;10
9198;19;Приморский;13566840;194786;69,64997484;Монолитный;19;10
9199;19;Приморский;12037740;188414;63,88983833;Монолитный;19;10
9200;19;Приморский;14132280;192276;73,49996879;Монолитный;19;10
9201;18;Красногвардейский;9219400;160059;57,60001;Монолитный;19;10
9202;15;Невский;15600000;260000;60;Монолитный;19;10
9203;10;Невский;16000000;265781;60,19993905;Монолитный;19;10
9204;20;Калининский;10990000;208539;52,69997459;Монолитный;19;10
9205;19;Приморский;13091820;191625;68,32;Монолитный;19;10
9206;19;Приморский;13302270;191952;69,29998125;Монолитный;19;10
9207;21;Приморский;9399000;162052;57,99990127;Монолитный;19;10
9208;75;Красносельский;12799000;193924;66,00008251;Монолитный;19;10
9209;30;Василеостровский;12200000;230189;52,99992615;Монолитный;19;10
9210;9;Ленинградская область;12000000;157895;75,99987333;Монолитный;19;10
9211;12;Невский;11500000;198276;57,99995965;Монолитный;19;11
9212;19;Приморский;13302270;191952;69,29998125;Монолитный;19;11
9213;19;Приморский;13566840;194786;69,64997484;Монолитный;19;11
9214;19;Приморский;12035910;188414;63,88012568;Монолитный;19;11
9215;8;Московский;17445305;213268;81,79991841;Монолитный;19;11
9216;12;Адмиралтейский;14130000;207489;68,09999566;Монолитный;19;11
9217;13;Московский;13700000;201175;68,09991301;Монолитный;19;11
9218;45;Красносельский;11600000;165007;70,30004788;Монолитный;19;11
9219;19;Приморский;13091820;191625;68,32;Монолитный;19;11
9220;19;Приморский;14132280;192276;73,49996879;Монолитный;19;11
9221;8;Московский;16961692;246536;68,80006165;Монолитный;19;11
9222;15;Кировский;11280000;225600;50;Монолитный;19;11
9223;21;Красносельский;14949999;215418;69,39995265;Монолитный;19;11
9224;19;Приморский;13091820;191625;68,32;Монолитный;19;12
9225;19;Приморский;12035910;188414;63,88012568;Монолитный;19;12
9226;8;Московский;16984690;246870;68,80013772;Монолитный;19;12
9227;8;Московский;17472649;213602;81,80002528;Монолитный;19;12
9228;12;Московский;17049000;213113;79,99981231;Монолитный;19;12
9229;15;Приморский;9500000;168739;56,29996622;Монолитный;19;12
9230;19;Приморский;13302270;191952;69,29998125;Монолитный;19;12
9231;19;Приморский;13566840;194786;69,64997484;Монолитный;19;12
9232;19;Приморский;14132280;192276;73,49996879;Монолитный;19;12
9233;18;Приморский;10700000;167449;63,90005315;Монолитный;19;12
9234;6;Ленинградская область;6350000;122115;52,00016378;Монолитный;19;12
9235;18;Красногвардейский;8400000;150000;56;Монолитный;19;13
9236;19;Приморский;13215300;194143;68,06992784;Монолитный;19;13
9237;19;Приморский;12035910;188414;63,88012568;Монолитный;19;13
9238;18;Красногвардейский;9476000;159529;59,39985833;Монолитный;19;13
9239;18;Московский;9499000;220907;42,99999547;Монолитный;19;13
9240;20;Невский;17700000;220698;80,20009243;Монолитный;19;13
9241;18;Невский;17970000;229414;78,33000602;Монолитный;19;13
9242;9;Красногвардейский;7200000;150000;48;Монолитный;19;13
9243;21;Пушкинский;8500000;162835;52,20007984;Монолитный;19;13
9244;19;Приморский;13302270;191952;69,29998125;Монолитный;19;13
9245;19;Приморский;13566840;194786;69,64997484;Монолитный;19;13
9246;19;Приморский;14132280;192276;73,49996879;Монолитный;19;13
9247;8;Московский;13194687;231486;56,9999352;Монолитный;19;14
9248;15;Ленинградская область;6500000;132897;48,91005817;Монолитный;19;14
9249;19;Приморский;12037740;188414;63,88983833;Монолитный;19;14
9250;19;Приморский;13091820;191625;68,32;Монолитный;19;14
9251;8;Московский;17030688;247539;68,80001939;Монолитный;19;14
9252;18;Приморский;9900000;186792;53,00012849;Монолитный;19;14
9253;15;Ленинградская область;7200000;116129;62,00001722;Монолитный;19;14
9254;19;Приморский;13302270;191952;69,29998125;Монолитный;19;14
9255;19;Приморский;13566840;194786;69,64997484;Монолитный;19;14
9256;19;Приморский;14132280;192276;73,49996879;Монолитный;19;14
9257;8;Невский;9900000;190385;51,99989495;Монолитный;19;14
9258;24;Пушкинский;8200000;135537;60,50008485;Монолитный;19;14
9259;18;Ленинградская область;6100000;112963;53,9999823;Монолитный;19;15
9260;8;Московский;14008595;237837;58,89998192;Монолитный;19;15
9261;18;Красногвардейский;9523510;160059;59,49999688;Монолитный;19;15
9262;15;Фрунзенский;10100000;157813;63,99979723;Монолитный;19;15
9263;6;Ленинградская область;6500000;131579;49,39998024;Монолитный;19;15
9264;6;Московский;12300000;217699;56,50002986;Монолитный;19;15
9265;30;Красносельский;11900000;216364;54,99990756;Монолитный;19;15
9266;19;Приморский;12037740;188414;63,88983833;Монолитный;19;15
9267;19;Приморский;13091820;191625;68,32;Монолитный;19;15
9268;19;Приморский;13302270;191952;69,29998125;Монолитный;19;15
9269;19;Приморский;13566840;194786;69,64997484;Монолитный;19;15
9270;19;Приморский;14132280;192276;73,49996879;Монолитный;19;15
9271;8;Московский;12500000;220848;56,60001449;Монолитный;19;15
9272;10;Калининский;14990000;212023;70,6998769;Монолитный;19;15
9273;19;Приморский;13566840;194786;69,64997484;Монолитный;19;16
9274;19;Приморский;12037740;188414;63,88983833;Монолитный;19;16
9275;19;Приморский;13215300;194143;68,06992784;Монолитный;19;16
9276;19;Приморский;13302270;191952;69,29998125;Монолитный;19;16
9277;9;Ленинградская область;6258548;127725;49,00018007;Монолитный;19;16
9278;15;Московский;14990000;190712;78,60019296;Монолитный;19;16
9279;17;Ленинградская область;6849000;121652;56,29993753;Монолитный;19;16
9280;24;Пушкинский;7500000;124172;60,4000902;Монолитный;19;16
9281;21;Василеостровский;11800000;196667;59,99989831;Монолитный;19;16
9282;19;Приморский;14132280;192276;73,49996879;Монолитный;19;16
9283;9;Ленинградская область;6560000;114906;57,09014325;Монолитный;19;16
9284;15;Ленинградская область;6660000;116658;57,08995525;Монолитный;19;16
9285;18;Красногвардейский;9286600;155815;59,60016686;Монолитный;19;17
9286;19;Приморский;12035910;188414;63,88012568;Монолитный;19;17
9287;19;Приморский;13215300;194143;68,06992784;Монолитный;19;17
9288;19;Приморский;14132280;192276;73,49996879;Монолитный;19;17
9289;9;Красногвардейский;16049000;277664;57,80007491;Монолитный;19;17
9290;60;Красносельский;12049000;160653;75,00015561;Монолитный;19;17
9291;10;Невский;15890000;266120;59,70990531;Монолитный;19;17
9292;19;Приморский;13302270;191952;69,29998125;Монолитный;19;17
9293;19;Приморский;13566840;194786;69,64997484;Монолитный;19;17
9294;18;Красногвардейский;9325390;162181;57,4998921;Монолитный;19;18
9295;8;Московский;14205485;241180;58,89992951;Монолитный;19;18
9296;19;Приморский;13215300;194143;68,06992784;Монолитный;19;18
9297;19;Приморский;14132280;192276;73,49996879;Монолитный;19;18
9298;18;Красногвардейский;9286800;156081;59,49987506;Монолитный;19;18
9299;8;Московский;16917683;233993;72,29995342;Монолитный;19;18
9300;8;Московский;20966094;230650;90,90003902;Монолитный;19;18
9301;33;Приморский;11700000;225869;51,79993713;Монолитный;19;18
9302;12;Приморский;9999000;178554;55,99986559;Монолитный;19;18
9303;19;Приморский;13302270;191952;69,29998125;Монолитный;19;18
9304;30;Приморский;9599999;162437;59,09982947;Монолитный;19;18
9305;14;Выборгский;12890000;200779;64,19994123;Монолитный;19;19
9306;9;Приморский;10950000;194149;56,39998146;Монолитный;19;19
9307;8;Московский;14431912;245024;58,89999347;Монолитный;19;19
9308;13;Ленинградская область;9549000;160568;59,47013103;Монолитный;19;19
9309;18;Московский;16000000;285714;56,000056;Монолитный;19;19
9310;13;Московский;16299999;238653;68,29999623;Монолитный;19;19
9311;15;Приморский;13500000;228426;59,10010244;Монолитный;19;19
9312;9;Ленинградская область;8000000;143421;55,77983698;Монолитный;19;19
9313;17;Московский;16000000;285714;56,000056;Монолитный;19;19
9314;7;Невский;12850000;279348;45,99997136;Монолитный;19;19
9315;19;Приморский;13302270;191952;69,29998125;Монолитный;19;19
9316;19;Приморский;14016960;190707;73,4999764;Монолитный;19;19
9317;9;Невский;9950000;172145;57,80011037;Монолитный;20;1
9318;21;Красносельский;8500000;154545;55,00016177;Монолитный;20;1
9319;48;Приморский;9000000;176471;50,999881;Монолитный;20;1
9320;12;Красносельский;13000000;212072;61,29993587;Монолитный;20;2
9321;30;Красносельский;29550000;449772;65,69995464;Монолитный;20;2
9322;15;Приморский;10700000;205769;52,00005832;Монолитный;20;2
9323;21;Красносельский;11500000;204626;56,20009187;Монолитный;20;2
9324;18;Невский;10600000;186620;56,79991426;Монолитный;20;2
9325;12;Выборгский;15650000;229136;68,30004888;Монолитный;20;2
9326;18;Красногвардейский;8200000;143608;57,09988301;Монолитный;20;2
9327;21;Красносельский;10150000;180284;56,30005991;Монолитный;20;2
9328;19;Выборгский;34377574;285055;120,599793;Монолитный;20;3
9329;5;Ленинградская область;7067200;112000;63,1;Монолитный;20;3
9330;5;Ленинградская область;6596800;112000;58,9;Монолитный;20;3
9331;9;Приморский;22000000;320700;68,59993764;Монолитный;20;3
9332;12;Красногвардейский;9200000;162832;56,49995087;Монолитный;20;3
9333;19;Выборгский;32909020;334102;98,49991919;Монолитный;20;4
9334;15;Приморский;13619573;229672;59,30010188;Монолитный;20;4
9335;15;Приморский;14194147;223178;63,6001174;Монолитный;20;4
9336;12;Красносельский;10990000;191463;57,40012431;Монолитный;20;4
9337;10;Ленинградская область;8950000;141390;63,30009194;Монолитный;20;4
9338;9;Невский;10800000;195546;55,22997146;Монолитный;20;4
9339;12;Красносельский;17500000;227273;76,9999076;Монолитный;20;4
9340;15;Приморский;14194147;223178;63,6001174;Монолитный;20;5
9341;19;Выборгский;34879437;289216;120,5999564;Монолитный;20;5
9342;24;Василеостровский;12200000;234030;52,13006879;Монолитный;20;5
9343;45;Красносельский;8200000;155598;52,69990617;Монолитный;20;6
9344;19;Выборгский;35130368;291297;120,5998277;Монолитный;20;6
9345;10;Московский;15649000;230811;67,80006152;Монолитный;20;6
9346;9;Приморский;11500000;176923;65,00002826;Монолитный;20;6
9347;15;Невский;10500000;185939;56,47013268;Монолитный;20;6
9348;21;Пушкинский;8000000;154739;51,69995929;Монолитный;20;6
9349;11;Невский;12500000;219916;56,83988432;Монолитный;20;6
9350;5;Приморский;21900000;309322;70,80000776;Монолитный;20;8
9351;19;Выборгский;35632230;295458;120,5999838;Монолитный;20;8
9352;19;Выборгский;33453813;334538;100,0000389;Монолитный;20;8
9353;27;Красносельский;13749000;221401;62,09999051;Монолитный;20;8
9354;10;Ленинградская область;6590000;111885;58,89976315;Монолитный;20;8
9355;30;Красносельский;13400000;199702;67,09997897;Монолитный;20;8
9356;11;Московский;15900000;265442;59,90009117;Монолитный;20;8
9357;15;Приморский;10400000;218947;47,50007993;Монолитный;20;8
9358;14;Выборгский;35000000;387168;90,40003306;Монолитный;20;8
9359;15;Ленинградская область;6980000;111324;62,69986705;Монолитный;20;9
9360;15;Приморский;14469744;227512;63,59991561;Монолитный;20;9
9361;19;Выборгский;35883162;297539;120,5998609;Монолитный;20;9
9362;9;Ленинградская область;7749000;149306;51,90012458;Монолитный;20;9
9363;9;Фрунзенский;12450000;191538;65,00015663;Монолитный;20;9
9364;18;Василеостровский;14000000;249110;56,20007226;Монолитный;20;9
9365;8;Фрунзенский;15150000;194231;77,99990733;Монолитный;20;9
9366;9;Приморский;17800000;251412;70,80012092;Монолитный;20;9
9367;9;Невский;11200000;194310;57,63985384;Монолитный;20;10
9368;9;Приморский;24900000;359307;69,3000693;Монолитный;20;10
9369;15;Приморский;14560749;227512;63,99991649;Монолитный;20;10
9370;19;Выборгский;33682522;336825;100,0000653;Монолитный;20;10
9371;12;Василеостровский;12350000;189417;65,20006124;Монолитный;20;10
9372;114;Красносельский;9600000;182857;52,50004102;Монолитный;20;10
9373;15;Красносельский;11400000;191597;59,49988779;Монолитный;20;10
9374;9;Ленинградская область;8450000;132031;64,00012118;Монолитный;20;10
9375;11;Ленинградская область;7000000;101744;68,80012581;Монолитный;20;10
9376;30;Красносельский;12049000;219472;54,89994168;Монолитный;20;11
9377;6;Фрунзенский;10700000;236203;45,30001736;Монолитный;20;11
9378;20;Выборгский;15370000;226029;68,00012388;Монолитный;20;11
9379;18;Приморский;12500000;206612;60,49987416;Монолитный;20;12
9380;15;Приморский;13978239;234141;59,70009097;Монолитный;20;12
9381;18;Приморский;9400000;171846;54,7001385;Монолитный;20;12
9382;60;Красносельский;14850000;233858;63,50007269;Монолитный;20;13
9383;19;Выборгский;36886886;305861;120,6001615;Монолитный;20;13
9384;12;Пушкинский;8150000;142982;57,00018184;Монолитный;20;13
9385;21;Красносельский;13199000;203062;64,99985226;Монолитный;20;13
9386;15;Красносельский;13999000;256392;54,59998752;Монолитный;20;13
9387;60;Красносельский;13200000;215686;61,20007789;Монолитный;20;13
9388;11;Приморский;17500000;312500;56;Монолитный;20;13
9389;11;Ленинградская область;7600000;116386;65,29995017;Монолитный;20;13
9390;15;Приморский;14244732;238605;59,70005658;Монолитный;20;14
9391;15;Приморский;14837916;231842;64,00012077;Монолитный;20;14
9392;15;Приморский;12244488;236380;51,80001692;Монолитный;20;14
9393;19;Выборгский;34160730;341607;100,0000878;Монолитный;20;14
9394;12;Ленинградская область;7070000;108270;65,29971368;Монолитный;20;14
9395;45;Приморский;16300000;217914;74,80015052;Монолитный;20;14
9396;45;Красносельский;10000000;189036;52,89997672;Монолитный;20;14
9397;15;Приморский;11400000;213884;53,29991958;Монолитный;20;14
9398;10;Ленинградская область;6970000;106738;65,30008057;Монолитный;20;14
9399;27;Красносельский;12350000;207424;59,53987967;Монолитный;20;14
9400;15;Приморский;14244732;238605;59,70005658;Монолитный;20;15
9401;15;Приморский;14837916;231842;64,00012077;Монолитный;20;15
9402;21;Приморский;14299000;205151;69,6998796;Монолитный;20;15
9403;16;Невский;14800000;210227;70,40009133;Монолитный;20;15
9404;12;Приморский;14299000;205151;69,6998796;Монолитный;20;15
9405;15;Приморский;14852468;216824;68,50011069;Монолитный;20;15
9406;16;Невский;7990000;117881;67,78021903;Монолитный;20;15
9407;18;Красносельский;9700000;156200;62,09987196;Монолитный;20;15
9408;15;Приморский;12244488;236380;51,80001692;Монолитный;20;16
9409;15;Приморский;14244732;238605;59,70005658;Монолитный;20;16
9410;15;Приморский;14837916;231842;64,00012077;Монолитный;20;16
9411;15;Приморский;13193557;236444;55,79992303;Монолитный;20;16
9412;15;Красносельский;12000000;201545;59,54005309;Монолитный;20;16
9413;27;Кировский;10900000;192172;56,72002165;Монолитный;20;16
9414;11;Ленинградская область;7200000;104651;68,80010702;Монолитный;20;16
9415;15;Приморский;14244732;238605;59,70005658;Монолитный;20;17
9416;15;Приморский;14837916;231842;64,00012077;Монолитный;20;17
9417;15;Приморский;14852468;216824;68,50011069;Монолитный;20;17
9418;15;Приморский;13193557;236444;55,79992303;Монолитный;20;17
9419;15;Приморский;18000000;343511;52,4000687;Монолитный;20;17
9420;15;Приморский;13000000;194030;66,99994846;Монолитный;20;17
9421;8;Ленинградская область;7475000;114647;65,20013607;Монолитный;20;17
9422;15;Приморский;14244732;238605;59,70005658;Монолитный;20;18
9423;15;Приморский;14852468;216824;68,50011069;Монолитный;20;18
9424;15;Приморский;13193557;236444;55,79992303;Монолитный;20;18
9425;19;Выборгский;36354252;363543;99,99986797;Монолитный;20;18
9426;9;Ленинградская область;7800000;152941;51,00005885;Монолитный;20;18
9427;10;Ленинградская область;6980000;107055;65,20013077;Монолитный;20;18
9428;15;Приморский;14000000;204380;68,49985321;Монолитный;20;19
9429;15;Приморский;15115191;236175;63,99996189;Монолитный;20;19
9430;15;Приморский;14511074;243067;59,69989345;Монолитный;20;19
9431;19;Выборгский;65307002;395800;165,0000051;Монолитный;20;19
9432;15;Приморский;13440134;240863;55,79991115;Монолитный;20;19
9433;10;Ленинградская область;7500000;115031;65,1998157;Монолитный;20;19
9434;18;Приморский;10699000;217902;49,10005415;Монолитный;20;19
9435;11;Невский;12100000;214920;56,30001861;Монолитный;20;19
9436;19;Выборгский;67383236;408383;165,0001004;Монолитный;20;20
9437;8;Калининский;12500000;201613;61,99997024;Монолитный;20;20
9438;72;Красносельский;9400000;178368;52,70003588;Монолитный;20;20
9439;18;Красногвардейский;7000000;127737;54,80009707;Монолитный;20;20
9440;30;Красносельский;18500000;276946;66,800026;Монолитный;20;20
9441;24;Василеостровский;11450000;198785;57,59991951;Монолитный;21;2
9442;15;Приморский;10446822;152709;68,40999548;Монолитный;21;2
9443;12;Калининский;13748000;211508;64,99990544;Монолитный;21;2
9444;8;Калининский;13700000;195714;70,00010219;Монолитный;21;2
9445;24;Василеостровский;13600000;251852;53,99996824;Монолитный;21;2
9446;15;Красносельский;15000000;263158;56,9999772;Монолитный;21;2
9447;15;Приморский;11019229;160117;68,81985673;Монолитный;21;3
9448;15;Приморский;10935563;166701;65,59986443;Монолитный;21;3
9449;11;Московский;21100000;237079;88,99986924;Монолитный;21;3
9450;1;Ленинградская область;8750000;165094;53,00010903;Монолитный;21;3
9451;21;Красносельский;7549000;161996;46,59991605;Монолитный;21;3
9452;30;Красносельский;11430000;212849;53,70004087;Монолитный;21;3
9453;21;Василеостровский;14000000;228833;61,17998715;Монолитный;21;3
9454;15;Приморский;11285494;163015;69,22978867;Монолитный;21;4
9455;18;Красногвардейский;9146770;142918;64,00012595;Монолитный;21;5
9456;24;Василеостровский;13599999;277551;49;Монолитный;21;5
9457;24;Василеостровский;13600000;277551;49,0000036;Монолитный;21;5
9458;6;Ленинградская область;7300000;135185;54,00007397;Монолитный;21;5
9459;11;Приморский;11100000;169699;65,4099317;Монолитный;21;6
9460;15;Приморский;11550132;165902;69,62020952;Монолитный;21;6
9461;18;Красногвардейский;9279290;157010;59,09999363;Монолитный;21;6
9462;8;Ленинградская область;12000000;212014;56,60003585;Монолитный;21;6
9463;21;Василеостровский;13500000;249538;54,09997676;Монолитный;21;6
9464;10;Приморский;11550000;176606;65,39981654;Монолитный;21;6
9465;18;Красногвардейский;9377780;154240;60,7999222;Монолитный;21;7
9466;10;Фрунзенский;13600000;188889;71,99995765;Монолитный;21;7
9467;10;Московский;12800000;194529;65,79995785;Монолитный;21;7
9468;18;Красногвардейский;9307770;157492;59,09995428;Монолитный;21;8
9469;18;Приморский;11400000;185125;61,5800135;Монолитный;21;8
9470;21;Красносельский;11500000;218216;52,70007699;Монолитный;21;9
9471;12;Выборгский;14300000;253546;56,40002209;Монолитный;21;9
9472;18;Красногвардейский;8849117;136983;64,60011096;Монолитный;21;10
9473;15;Приморский;11173700;169710;65,83996229;Монолитный;21;10
9474;18;Красногвардейский;9374980;158094;59,30003669;Монолитный;21;10
9475;18;Красногвардейский;9601640;156890;61,19982153;Монолитный;21;10
9476;21;Красносельский;9799000;185939;52,70007906;Монолитный;21;10
9477;45;Красносельский;9600000;182163;52,70005435;Монолитный;21;10
9478;7;Адмиралтейский;17300000;275917;62,70001486;Монолитный;21;10
9479;18;Красногвардейский;9557680;147495;64,80002712;Монолитный;21;11
9480;15;Приморский;11758854;168901;69,61980095;Монолитный;21;11
9481;18;Красногвардейский;9779760;159539;61,30012097;Монолитный;21;11
9482;27;Красносельский;11800000;212996;55,40010141;Монолитный;21;12
9483;18;Красногвардейский;9468210;154963;61,09981092;Монолитный;21;12
9484;15;Приморский;11758854;168901;69,61980095;Монолитный;21;12
9485;18;Красногвардейский;9606650;148940;64,50013428;Монолитный;21;12
9486;21;Красносельский;10100000;187037;54,00001069;Монолитный;21;12
9487;18;Красногвардейский;9162940;153999;59,49999675;Монолитный;21;13
9488;18;Красногвардейский;9809300;160021;61,30007936;Монолитный;21;13
9489;15;Приморский;10602909;189203;56,03985666;Монолитный;21;13
9490;18;Красногвардейский;9603700;147977;64,89995067;Монолитный;21;13
9491;15;Красносельский;13850000;251818;55,00003971;Монолитный;21;13
9492;18;Красносельский;10499999;196998;53,30002843;Монолитный;21;13
9493;21;Красносельский;11500000;222868;51,60005025;Монолитный;21;14
9494;15;Приморский;10602909;189203;56,03985666;Монолитный;21;14
9495;18;Красногвардейский;9448020;159058;59,39984157;Монолитный;21;14
9496;18;Красногвардейский;9619330;148218;64,89987721;Монолитный;21;14
9497;45;Ленинградская область;7749000;153446;50,49985011;Монолитный;21;14
9498;9;Ленинградская область;8200000;168033;48,79993811;Монолитный;21;14
9499;18;Приморский;13290000;207981;63,90006779;Монолитный;21;14
9500;15;Ленинградская область;11500000;153333;75,00016304;Монолитный;21;14
9501;18;Красногвардейский;9512360;155685;61,10004175;Монолитный;21;15
9502;18;Красногвардейский;9668230;149663;64,60000134;Монолитный;21;15
9503;18;Красногвардейский;9236880;154722;59,69984876;Монолитный;21;16
9504;18;Красногвардейский;9695210;148700;65,19979825;Монолитный;21;16
9505;10;Ленинградская область;9300000;174484;53,30001605;Монолитный;21;16
9506;21;Красносельский;9500000;180266;52,69989904;Монолитный;21;16
9507;18;Красногвардейский;9220270;154963;59,49981609;Монолитный;21;17
9508;18;Красногвардейский;9681120;148940;65,00013428;Монолитный;21;17
9509;18;Красногвардейский;9852260;160985;61,19986334;Монолитный;21;17
9510;12;Московский;14249000;233590;61,00004281;Монолитный;21;17
9511;9;Красногвардейский;16000000;276817;57,79991836;Монолитный;21;17
9512;14;Фрунзенский;11900000;208772;56,99998084;Монолитный;21;17
9513;12;Ленинградская область;9500000;175601;54,0999197;Монолитный;21;17
9514;18;Красногвардейский;9234600;155203;59,50013853;Монолитный;21;18
9515;18;Красногвардейский;9699880;150386;64,49988696;Монолитный;21;18
9516;36;Невский;9439000;142154;66,39981991;Монолитный;21;18
9517;30;Красносельский;11780000;219367;53,69996399;Монолитный;21;18
9518;14;Фрунзенский;12900000;223958;57,60008573;Монолитный;21;18
9519;18;Красногвардейский;8500000;145548;58,39997801;Монолитный;21;18
9520;15;Красногвардейский;9561920;177073;53,99987576;Монолитный;21;19
