id,genre,popularity,duration,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence
0nbXyq5TXYPCO7pr3N8S4I,melodic rap,89,196652,0.896,0.586,0,0.79,-6.687,0,0.0559,116.971,0.642
696DnlkuDOXcMAnKlTgXXK,pop rap,86,163636,0.621,0.601,0,0.46,-5.616,0,0.148,116.735,0.457
21jGcNKet2qwijlDFuPiPb,dfw rap,90,215280,0.695,0.762,0.00244,0.0863,-3.497,1,0.0395,120.042,0.553
6Ozh9Ok6h4Oi1wUSLtBseN,north carolina hip hop,85,159714,0.769,0.787,0,0.129,-3.909,1,0.367,126.77,0.836
6Gg1gjgKi2AK4e0qzsR7sd,chicago rap,84,189322,0.474,0.631,0,0.132,-5.884,0,0.343,180.051,0.425
1rgnBhdG2JDFTbYkYRZAku,australian pop,69,209754,0.825,0.593,0.000161,0.17,-6.401,0,0.0988,98.078,0.54
2Ec33AVlkTTq8BHFgBTdQs,melodic rap,71,198912,0.881,0.457,0,0.231,-8.191,0,0.156,136.97,0.296
4TnjEaWOeW0eKTKIEvJyCa,alternative r&b,85,159381,0.785,0.431,0,0.0887,-8.756,0,0.0364,127.085,0.236
0RiRZpuVRbi7oqRdSMwhQY,dfw rap,83,157560,0.755,0.522,0,0.0685,-4.368,1,0.0575,89.96,0.925
3QzAOrNlsabgbMwlZt7TAY,cali rap,84,180434,0.809,0.545,0,0.151,-6.678,1,0.0735,97.008,0.244
2Fxmhks0bxGSBdJ92vM42m,electropop,89,194087,0.701,0.425,0.13,0.1,-10.965,1,0.375,135.128,0.562
3ZCTVFBt2Brf31RLEnCkWJ,electropop,87,245425,0.704,0.225,0.657,0.106,-14.454,0,0.0994,120.006,0.243
1iSqfoUFnQwV0QW1EfUit8,melodic rap,80,222997,0.735,0.369,0,0.126,-9.682,0,0.0688,140.004,0.235
6gi6y1xwmVszDWkUqab1qw,rap,84,157712,0.802,0.591,0,0.196,-4.895,1,0.225,139.864,0.309
3jjujdWJ72nww5eGnfs2E7,pop,88,207133,0.676,0.771,7.00E-06,0.102,-3.675,1,0.0483,99.048,0.569
0sf12qNH5qcw8qpgymFOqD,canadian contemporary r&b,30,201573,0.513,0.796,0.000209,0.0938,-4.075,1,0.0629,171.017,0.345
3eekarcy7kvN4yt5ZFzltW,rap,88,175720,0.598,0.427,5.83E-06,0.21,-8.764,0,0.0317,76.469,0.0605
7aiClxsDWFRQ0Kzk5KI5ku,electropop,17,185093,0.778,0.559,0,0.399,-7.109,0,0.0776,129.989,0.678
6WrI0LAC5M1Rw2MnX2ZvEg,dance pop,86,183290,0.794,0.793,0,0.0952,-4.521,0,0.0842,123.941,0.677
3yOlyBJuViE2YSGn3nVE1K,dance pop,82,170746,0.724,0.491,1.29E-05,0.0887,-6.024,1,0.0296,105.046,0.383
7ntUbTIwmwOD6ygCMRZT6e,gangster rap,61,201270,0.774,0.836,2.44E-05,0.0824,-2.323,0,0.152,112.014,0.494
57vxBYXtHMk6H1aD29V7PU,canadian contemporary r&b,8,200080,0.531,0.75,7.60E-05,0.117,-5.831,0,0.111,169.954,0.198
2gwkD6igEhQbDQegRCcdoB,north carolina hip hop,81,163320,0.876,0.662,0,0.127,-6.482,0,0.426,75.445,0.844
0fySG6A6qLE8IvDpayb5bM,north carolina hip hop,79,144935,0.768,0.652,0,0.107,-2.708,0,0.307,154.187,0.777
5qmq61DAAOUaW8AUo8xKhh,dance pop,72,173325,0.715,0.624,0,0.123,-3.046,0,0.114,158.087,0.412
598yNsG1JFrGd4n2kMoz7F,atl hip hop,73,183011,0.882,0.602,0,0.178,-5.554,1,0.245,142.959,0.43
6UelLqGlWMcVH1E5c4H7lY,pop,92,174000,0.548,0.816,0,0.335,-4.209,1,0.0465,95.39,0.557
3VyjsVV24RmBIbWJAeUJNu,rap,9,154424,0.651,0.631,0.000579,0.165,-5.717,0,0.0896,127.994,0.35
285pBltuF7vW8TeWk8hdRR,chicago rap,89,239835,0.511,0.566,0,0.34,-7.23,0,0.2,83.903,0.218
2b8fOow8UzyDFAE27YhOZM,pop,89,189486,0.764,0.32,0,0.0822,-7.209,1,0.0546,91.019,0.575
7qEHsqek33rTcFNT9PFqLf,pop,91,182160,0.501,0.405,0,0.105,-5.679,1,0.0319,109.891,0.446
7h0d2h0fUmzbs7zeFigJPn,rap,73,244873,0.559,0.491,0,0.0992,-6.406,0,0.0346,153.131,0.114
1lOe9qE0vR9zwWQAOk6CoO,melodic rap,84,131240,0.745,0.642,0,0.0658,-6.257,0,0.287,179.974,0.226
6Hj9jySrnFppAI0sEMCZpJ,chicago rap,88,240050,0.685,0.692,0,0.153,-5.122,1,0.0457,159.966,0.578
4ea9w8c4ROqiZpJVhfBA3m,atl hip hop,73,279906,0.845,0.631,0,0.0806,-8.206,0,0.216,111.983,0.545
5ry2OE6R2zPQFDO85XkgRb,canadian hip hop,82,205426,0.831,0.502,0,0.122,-4.045,0,0.046,100.541,0.101
29ZXwWOOLz9t5fa3eT3i7T,melodic rap,71,176640,0.932,0.547,0,0.0924,-7.787,0,0.333,94.998,0.695
6v3KW9xbzN5yKLt9YKDYA2,canadian pop,83,190799,0.759,0.548,0,0.0828,-6.049,0,0.029,116.967,0.749
1HfMVBKM75vxSfsQ5VefZ5,dance pop,27,206458,0.505,0.34,0,0.21,-9.005,1,0.0438,101.993,0.0916
6XHVuErjQ4XNm6nDPVCxVX,dance pop,84,260640,0.696,0.454,0,0.155,-6.756,0,0.153,92.928,0.136
07Oz5StQ7GRoygNLaXs2pd,dance pop,77,159011,0.668,0.892,0,0.735,-3.001,0,0.0645,95.927,0.478
7xQAfvXzm3AkraOtGPWIZg,dfw rap,84,149546,0.829,0.539,1.78E-06,0.103,-7.359,0,0.208,99.96,0.388
7iHHxY2NLlJRAmlAmC4ahQ,melodic rap,78,123560,0.748,0.648,0,0.126,-6.445,0,0.0816,139.952,0.726
6vBdBCoOhKHiYDDOcorfNo,dfw rap,6,174960,0.58,0.653,0,0.111,-3.818,1,0.0745,150.231,0.175
2jrAaawDRCn1JjeouxAyDN,rap,5,157133,0.748,0.789,0,0.13,-4.579,1,0.103,147.957,0.671
3Kd6Wp3lG5HXMB2dlvuy7y,melodic rap,68,172195,0.802,0.82,0,0.149,-5.969,0,0.146,164.005,0.613
2JvzF1RMd7lE3KmFlsyZD8,conscious hip hop,83,213593,0.837,0.364,0,0.271,-11.713,1,0.276,123.984,0.463
0e7ipj03S05BNilyu5bRzt,dfw rap,86,218146,0.585,0.52,7.01E-05,0.131,-6.136,0,0.0712,159.801,0.129
2FvD20Z8aoWIePi7PoN8sG,north carolina hip hop,77,136366,0.816,0.582,5.84E-06,0.0916,-4.141,1,0.341,160.004,0.542
2wrJq5XKLnmhRXHIAf9xBa,contemporary country,86,167693,0.654,0.63,0,0.111,-4.644,1,0.0259,89.991,0.43
3e9HZxeyfWwjeyPAMmWSSQ,dance pop,85,207320,0.717,0.653,0,0.101,-5.634,1,0.0658,106.966,0.412
2YpeDb67231RjR0MgVLzsG,country rap,84,157066,0.878,0.619,0,0.113,-5.56,1,0.102,136.041,0.639
6ocbgoVGwYJhOv1GgI9NsF,dance pop,87,178626,0.778,0.317,0,0.0881,-10.732,0,0.334,140.048,0.327
2xLMifQCjDGFmkHkpNLD9h,rap,87,312820,0.834,0.73,0,0.124,-3.714,1,0.222,155.008,0.446
6klLvorLoo1sxvZcjJIY8I,baton rouge rap,76,148629,0.876,0.733,0,0.0999,-4.478,0,0.333,154.904,0.962
7A20WnLkjtZU2d7hIB6Ziu,melodic rap,73,158691,0.886,0.479,0,0.135,-8.054,0,0.334,130.029,0.408
4AO1XhrgJczQ9bNVxdfKQe,rap,74,250141,0.643,0.594,1.46E-05,0.115,-5.191,0,0.0312,118.037,0.195
4sWuPniHClkInYAnzXAYUF,memphis hip hop,75,148759,0.787,0.713,0,0.717,-5.252,1,0.401,175.046,0.761
6DCZcSspjsKoFjzjrWoCdn,canadian hip hop,85,198973,0.754,0.449,8.29E-05,0.552,-9.211,1,0.109,77.169,0.357
1ZMiCix7XSAbfAJlEZWMCp,pop,88,240133,0.567,0.267,1.46E-06,0.089,-6.502,1,0.0299,110.011,0.0592
6uJONCdr2rC65BNmCnTBWK,rap,74,244760,0.859,0.6,0,0.353,-4.63,0,0.301,123.017,0.568
6TqXcAFInzjp0bODyvrWEq,alternative r&b,77,197573,0.901,0.4,0,0.0599,-8.575,1,0.126,135.984,0.346
4VXIryQMWpIdGgYR4TrjT1,chicago rap,88,165819,0.671,0.529,0.000335,0.0856,-7.226,1,0.307,161.989,0.203
2dpaYNEQHiRxtZbfNsse99,brostep,86,214289,0.687,0.792,0,0.167,-2.749,1,0.0452,100.015,0.671
2W4yABdLc4Jnds67Poi5Nl,chill r&b,75,223257,0.866,0.438,0,0.0743,-8.943,1,0.0719,129.039,0.695
5MPPttjfGap2C6j6eKcO6J,hip hop,75,142417,0.97,0.463,0,0.151,-7.259,1,0.366,108.003,0.46
5DxXgozhkPLgrbKFY91w0c,latin,80,192024,0.886,0.672,8.78E-06,0.101,-4.394,1,0.188,91.976,0.526
1Knctxx9vGZxpZfF66BIEa,chicago rap,81,191840,0.594,0.798,0,0.143,-5.244,1,0.0844,142.049,0.381
3wwo0bJvDSorOpNfzEkfXx,chicago rap,79,215380,0.635,0.537,0,0.418,-7.895,0,0.0832,125.028,0.383
3s4mrPrEFFPF0LmAfutW0n,atl hip hop,75,200186,0.784,0.517,1.44E-06,0.155,-8.981,0,0.209,97.991,0.206
6uFn47ACjqYkc0jADwEdj1,chicago rap,83,166560,0.772,0.639,0,0.0698,-7.119,1,0.467,168.112,0.261
70eFcWOvlMObDhURTqT4Fv,pop,78,197866,0.64,0.647,0,0.0801,-8.114,0,0.186,92.979,0.546
3Dv1eDb0MEgF93GpLXlucZ,dance pop,86,237893,0.787,0.673,3.57E-06,0.0904,-4.577,0,0.158,110.962,0.786
7CZyCXKG6d5ALeq41sLzbw,dfw rap,79,229573,0.499,0.8,0,0.147,-2.665,0,0.0502,139.919,0.272
6U0FIYXCQ3TGrk4tFpLrEA,boy band,81,204533,0.453,0.538,0,0.19,-8.212,1,0.0638,122.973,0.516
5FkoSXiJPKTNyYgALRJFhD,hip hop,79,129882,0.83,0.564,0,0.128,-7.822,1,0.235,85.042,0.107
2IRZnDFmlqMuOrYOLnZZyc,hip hop,83,180522,0.889,0.496,0,0.252,-6.365,0,0.0905,86.003,0.544
6piAUJJQFD8oHDUr0b7l7q,cali rap,79,179133,0.746,0.717,0,0.132,-4.841,0,0.179,150.964,0.523
7fa9MBXhVfQ8P8Df9OEbD8,pop,77,235545,0.851,0.541,0,0.13,-6.825,1,0.0505,124.959,0.448
78QR3Wp35dqAhFEc2qAGjE,atl hip hop,83,145542,0.897,0.662,0,0.534,-6.903,0,0.292,112.511,0.389
7k4t7uLgtOxPwTpFmtJNTY,latin,86,200960,0.803,0.715,0.000134,0.0574,-3.28,1,0.298,101.085,0.574
4bl1HBZliBuYpFZjWgefE4,melodic rap,69,198848,0.778,0.573,0,0.464,-7.339,0,0.251,140.114,0.269
58q2HKrzhC3ozto2nDdN4z,dance pop,84,253390,0.816,0.726,0,0.372,-3.998,0,0.129,136.048,0.65
7eBqSVxrzQZtK2mmgRG6lC,melodic rap,84,268434,0.759,0.73,3.06E-06,0.11,-7.985,0,0.0516,115.007,0.74
2rMAtCaTj16NptyVfEIeAC,houston rap,75,192539,0.921,0.635,0,0.0946,-4.904,1,0.416,130.028,0.549
7BKLCZ1jbUBVqRi2FVlTVw,dance pop,87,244960,0.748,0.524,0,0.111,-5.599,1,0.0338,95.01,0.661
43zdsphuZLzwA9k4DJhU0I,electropop,87,196077,0.367,0.111,3.97E-05,0.0897,-14.084,1,0.0972,82.642,0.198
4jAIqgrPjKLTY9Gbez25Qb,pop,81,172213,0.575,0.621,0.0045,0.141,-8.165,0,0.032,101.987,0.27
6kls8cSlUyHW2BUOkDJIZE,dance pop,81,186223,0.657,0.768,0,0.144,-4.628,1,0.0507,75.025,0.759
1000nHvUdawXuUHgBod4Wv,country rap,78,114893,0.703,0.594,0,0.123,-6.146,0,0.0752,153.848,0.475
0Q2n5yzl2XRqYbV77tZNYp,meme rap,77,150115,0.907,0.539,0,0.253,-7.782,1,0.36,124.918,0.664
6ztvsy3C6hPjVg9j4x1XKJ,melodic rap,67,185806,0.757,0.673,0,0.338,-8.513,1,0.141,92.958,0.574
51Fjme0JiitpyXKuyQiCDo,pop rap,81,160626,0.843,0.391,0,0.137,-7.899,1,0.0845,129.972,0.496
6cy3ki60hLwimwIje7tALf,dance pop,82,221714,0.721,0.716,0.00084,0.237,-7.037,0,0.0657,104.994,0.667
5Z8HZM6iQMhhqyPcCGY5g9,atl hip hop,77,193026,0.855,0.651,0,0.0772,-8.044,0,0.235,111.997,0.559
5hVghJ4KaYES3BFUATCYn0,hip hop,82,190066,0.554,0.498,5.98E-06,0.795,-8.866,1,0.0685,79.635,0.413
7dt6x5M1jzdTEt8oCbisTK,dfw rap,85,231266,0.68,0.578,0,0.135,-5.804,1,0.04,145.038,0.341
0k664IuFwVP557Gnx7RhIl,dance pop,79,195144,0.767,0.889,0,0.402,-2.988,1,0.0963,119.93,0.843
3Z0oQ8r78OUaHvGPiDBR3W,hollywood,78,194848,0.323,0.405,0.000544,0.138,-8.533,0,0.0413,145.104,0.274
0Xek5rqai2jcOWCYWJfVCF,dfw rap,79,196760,0.542,0.674,0,0.0955,-4.169,1,0.21,76.388,0.667
1wJRveJZLSb1rjhnUHQiv6,melodic rap,81,189486,0.581,0.662,0,0.111,-5.239,1,0.303,93.023,0.434
3ee8Jmje8o58CHK66QrVC2,emo rap,87,166605,0.74,0.613,0.00372,0.123,-4.88,1,0.145,75.023,0.473
22vgEDb5hykfaTwLuskFGD,boy band,85,181026,0.842,0.734,0,0.106,-5.065,0,0.0588,137.958,0.952
0rKtyWc8bvkriBthvHKY8d,alternative r&b,85,209273,0.515,0.479,0.00598,0.191,-7.458,1,0.0261,88.964,0.284
7f5trao56t7sB7f14QDTmp,dance pop,76,203093,0.786,0.652,0,0.0697,-2.607,1,0.0669,170.031,0.483
7tgjDlQsMR8RvkdlNCJA58,melodic rap,73,199436,0.687,0.449,0,0.282,-10.061,1,0.154,142.048,0.229
7qiZfU4dY1lWllzX7mPBI3,pop,87,233712,0.825,0.652,0,0.0931,-3.183,0,0.0802,95.977,0.931
5T8EDUDqKcs6OSOwEsfqG7,classic rock,83,209413,0.559,0.868,0.000176,0.776,-5.276,1,0.17,156.295,0.609
0hVXuCcriWRGvwMV1r5Yn9,pop,78,219946,0.798,0.676,0,0.0894,-5.041,1,0.0442,101.956,0.843
5wujBwqG7INdStqGd4tRMX,chicago rap,82,169999,0.736,0.67,0,0.114,-6.702,1,0.311,130.032,0.845
5Z3GHaZ6ec9bsiI5BenrbY,alternative r&b,83,202546,0.798,0.539,1.66E-05,0.165,-6.351,1,0.0421,136.949,0.394
0u2P5u6lvoDfwTYjAADbn4,electropop,90,200185,0.351,0.296,0,0.095,-10.109,0,0.0333,115.284,0.12
6b2RcmUt1g9N9mQ3CbjX2Y,dance pop,81,202204,0.477,0.682,0,0.0763,-4.931,0,0.0925,110.567,0.345
0RLLvYBopDwooCyvnTwgYu,brooklyn drill,85,224000,0.567,0.515,0,0.078,-10.265,0,0.247,120.1,0.321
09IStsImFySgyp0pIQdqAc,complextro,84,184732,0.753,0.657,0,0.112,-3.061,1,0.0449,107.01,0.437
3Yh9lZcWyKrK9GjbhuS0hR,dance pop,71,159735,0.682,0.919,0,0.442,-3.18,0,0.0875,95.982,0.535
6V9fHiv84WlVTg7CSnIVY2,dance pop,11,181805,0.667,0.583,4.48E-05,0.181,-5.127,0,0.0747,92.043,0.187
1zi7xx7UVEFkmKfv06H8x0,canadian hip hop,84,173986,0.792,0.625,0.0018,0.329,-5.609,1,0.0536,103.967,0.37
5a6pdCHlWS2ekOOQ70QnAr,alt z,19,156106,0.708,0.186,0,0.0779,-8.953,0,0.0422,72.541,0.321
2WsuSYJNXGKXVYkHPnq2yp,melodic rap,77,171253,0.684,0.671,0,0.0769,-6.424,0,0.289,179.987,0.45
4HBvwhhYo7YiYXkUDrOHzS,electropop,0,184280,0.619,0.459,0,0.137,-5.782,0,0.0334,126.803,0.498
75ZvA4QfFiZvzhj2xkaWAh,dfw rap,84,223346,0.556,0.538,0,0.196,-5.408,0,0.0382,143.95,0.291
6QgjcU0zLnzq5OrUoSZ3OK,indie rock,80,163253,0.801,0.795,0.000113,0.0717,-5.115,0,0.0504,79.028,0.754
4SDgTLDYrJ2UrHbkRkg7MD,country rap,76,151040,0.717,0.598,0,0.122,-5.613,0,0.0809,153.905,0.496
1vnnXMrBeEWiRg3YCMCjQq,latin,73,230413,0.649,0.798,0,0.0711,-4.346,1,0.178,177.899,0.857
3oDkdAySo1VQQG0ptV7uwa,chicago rap,82,175755,0.665,0.651,0,0.0896,-5.515,1,0.156,163.935,0.237
00ko9WaS4jOX1kEk3gvHjf,chicago rap,71,225923,0.899,0.509,0,0.0573,-8.04,1,0.387,150.001,0.599
3XiNC94b4Tq1xwv70sQJGN,melodic rap,77,243976,0.729,0.603,0,0.113,-6.736,0,0.0666,134.972,0.207
2PpruBYCo4H7WOBJ7Q2EwM,atl hip hop,81,235213,0.727,0.974,0.000532,0.174,-2.261,0,0.0664,79.526,0.965
7GX5flRQZVHRAGd6B4TmDO,melodic rap,85,182706,0.732,0.75,0,0.109,-6.366,0,0.231,155.096,0.401
4h8VwCb1MTGoLKueQ1WgbD,dance pop,28,247426,0.532,0.783,0.0012,0.161,-5.697,1,0.0523,124.08,0.643
3RZftiuTcLOqpsd8ZlwNhr,atl hip hop,65,174066,0.823,0.476,0,0.213,-8.951,1,0.242,144.998,0.353
2TH65lNHgvLxCKXM3apjxI,latin,83,250533,0.61,0.624,2.12E-06,0.243,-4.773,1,0.309,176.169,0.244
6gBFPUFcJLzWGx4lenP6h2,rap,89,243836,0.841,0.728,0,0.149,-3.37,1,0.0484,130.049,0.43
3j84U36KvLeXNDPv4t5pI8,cali rap,79,192470,0.682,0.559,0,0.344,-5.545,1,0.127,202.015,0.137
3bidbhpOYeV4knp8AIu8Xn,dance pop,85,258342,0.641,0.922,0,0.0862,-4.457,1,0.0786,146.078,0.847
735RSTb2xbtWbDtKD9XDYi,pop rap,69,174333,0.63,0.671,0,0.113,-6.659,0,0.256,89.921,0.333
1rqqCSm0Qe4I9rUvWncaom,baroque pop,84,190946,0.579,0.904,0,0.064,-2.729,1,0.0618,82.014,0.681
5p7ujcrUXASCNwRaWNHR1C,dance pop,83,201660,0.752,0.488,9.11E-06,0.0936,-7.05,1,0.0705,136.041,0.533
6fWa5CRgy0z30OeGZyMBvD,florida rap,78,159669,0.733,0.389,0,0.141,-8.468,0,0.0738,157.878,0.244
7m9OqQk4RVRkw9JJdeAw96,emo rap,88,119133,0.872,0.391,4.13E-06,0.297,-9.144,0,0.242,134.021,0.437
2gMXnyrvIjhVBUZwvLZDMP,pop,86,215106,0.459,0.575,0,0.0885,-4.858,1,0.0573,111.881,0.183
07KXEDMj78x68D884wgVEm,melodic rap,81,220486,0.831,0.499,0,0.3,-8.442,0,0.114,97.956,0.511
2kJwzbxV2ppxnQoYw4GLBZ,alt z,87,208687,0.464,0.473,0,0.109,-10.086,1,0.129,75.801,0.604
7KXjTSCq5nL1LoYtL7XAwS,conscious hip hop,84,177000,0.908,0.621,5.39E-05,0.0958,-6.638,0,0.102,150.011,0.421
40mjsnRjCpycdUw3xhS20g,rap,81,181144,0.594,0.676,0,0.163,-5.808,1,0.344,143.477,0.472
5KBARWIxeMGkvUax9VtVC9,cali rap,77,126446,0.899,0.811,0,0.0672,-6.294,1,0.258,105.038,0.587
1mpD5Q8IM32I4bF6eCpU74,alternative r&b,77,157220,0.665,0.712,0.00342,0.102,-7.536,1,0.0527,93.989,0.669
4IO8X9W69dIQe0EC5ALXhq,atl hip hop,71,254723,0.741,0.87,0,0.114,-3.494,0,0.503,184.194,0.663
1GeNui6m825V8jP4uKiIaH,atl hip hop,73,149040,0.974,0.596,0,0.151,-8.888,1,0.184,111.959,0.892
116H0KvKr2Zl4RPuVBruDO,latin,80,210367,0.817,0.539,0.000496,0.099,-6.349,0,0.0621,97.062,0.158
43YQDj1KOPMFAUcTEPKy4p,atl hip hop,60,157520,0.942,0.531,0.000106,0.0812,-7.51,1,0.215,99.027,0.74
7FGq80cy8juXBCD2nrqdWU,edm,75,170769,0.632,0.686,0,0.2,-7.665,0,0.243,89.949,0.329
7w87IxuO7BDcJ3YUqCyMTT,indietronica,86,239600,0.733,0.71,0.115,0.0956,-5.849,0,0.0292,127.975,0.965
7hpJ9tATWb2vztlq99hERP,alt z,23,185786,0.623,0.647,0,0.354,-5.438,1,0.04,107.987,0.522
4hPpVbbakQNv8YTHYaOJP4,brostep,78,181823,0.659,0.623,0,0.582,-2.253,1,0.0451,88.042,0.439
0rFQ5cKYJ9WtHSKp9sxVYt,bmore,3,169226,0.764,0.555,0,0.0824,-6.414,1,0.0604,111.004,0.255
3a1lNhkSLSkpJE4MSHpDu9,dfw rap,84,220293,0.63,0.804,0,0.253,-4.183,1,0.0363,123.146,0.492
5BJMeoCXXgbRAWfp6fTulr,memphis hip hop,72,176631,0.894,0.511,0,0.14,-4.768,1,0.421,120.077,0.567
3CA9pLiwRIGtUBiMjbZmRw,canadian hip hop,80,210746,0.585,0.909,9.70E-05,0.119,-6.474,1,0.0707,93.372,0.758
4guBZjUyrGoHsTahO3IHdj,melodic rap,76,116240,0.686,0.561,0,0.114,-9.929,0,0.191,148.775,0.186
0fea68AdmYNygeTGI4RC18,latin,85,242573,0.754,0.646,1.85E-05,0.108,-5.795,1,0.317,176.089,0.429
2xJCMIJfcNYDc5iR0sAm2O,dance pop,56,209320,0.762,0.7,1.56E-05,0.153,-6.021,0,0.0694,116.073,0.608
0JP9xo3adEtGSdUEISiszL,emo rap,86,135090,0.921,0.537,0.00404,0.102,-5.723,0,0.0804,128.009,0.711
1rfofaqEpACxVEHIZBJe6W,dance pop,83,217306,0.765,0.523,3.56E-05,0.132,-4.333,1,0.03,104.988,0.394
2Xo3rLHjXfdb4avN68aQyi,hawaiian hip hop,4,160720,0.568,0.764,0,0.0931,-3.465,0,0.255,179.985,0.625
7ef4DlsgrMEH11cDZd32M6,dance pop,84,214846,0.791,0.862,2.19E-05,0.0814,-3.24,0,0.11,123.994,0.592
6Qs4SXO9dwPj5GKvVOv8Ki,dance pop,82,171029,0.741,0.52,1.97E-06,0.222,-7.513,1,0.0656,102.998,0.347
7rvyVWja33WG9R97oeJAjx,chicago rap,75,120133,0.74,0.488,0,0.241,-7.664,0,0.27,149.042,0.584
4SSnFejRGlZikf02HLewEF,electropop,81,193143,0.905,0.389,0.162,0.106,-14.505,1,0.332,120.046,0.196
6RRNNciQGZEXnqk8SQ9yv5,pop,81,171360,0.771,0.671,0,0.0637,-5.617,1,0.0553,85.026,0.714
4vUmTMuQqjdnvlZmAH61Qk,pop,81,204466,0.857,0.621,0,0.0865,-6.376,0,0.0825,97.989,0.668
1VJwtWR6z7SpZRwipI12be,dance pop,74,190920,0.689,0.516,0,0.163,-5.857,1,0.0444,124.876,0.209
5DqdesEfbRyOlSS3Tf6c29,canadian hip hop,85,212606,0.732,0.463,0,0.194,-6.972,0,0.0287,95.971,0.397
1ThmUihH9dF8EV08ku5AXN,miami hip hop,79,145626,0.935,0.552,0,0.0952,-9.373,0,0.335,99.993,0.615
1xzBco0xcoJEDXktl7Jxrr,rap,80,183906,0.729,0.625,0.00986,0.248,-5.266,1,0.0315,146.034,0.261
0rIAC4PXANcKmitJfoqmVm,dance pop,76,193837,0.599,0.887,1.21E-06,0.3,-3.967,1,0.0984,170.918,0.881
6vN77lE9LK6HP2DewaN6HZ,atl hip hop,80,142273,0.963,0.346,0,0.108,-9.309,0,0.53,119.957,0.562
08dFHFTx6r67MTsYn5ilDR,contemporary country,3,186240,0.706,0.358,0,0.107,-8.331,1,0.0348,75.991,0.478
2t8yVaLvJ0RenpXUIAC52d,atl hip hop,80,288624,0.837,0.636,0.00125,0.342,-7.643,1,0.086,145.972,0.274
35Xf2ABjPzUXKz19akd7Jj,memphis hip hop,67,135460,0.732,0.627,0,0.261,-5.693,0,0.161,81.481,0.332
6cjSh516BbrNUs213jDAGm,edm,78,177847,0.731,0.65,0,0.124,-5.286,1,0.271,154.968,0.605
7AQim7LbvFVZJE3O8TYgf2,emo rap,85,146520,0.797,0.533,0.000152,0.103,-9.74,0,0.0412,131.036,0.329
6zeeWid2sgw4lap2jV61PZ,alternative r&b,78,229320,0.596,0.552,0.334,0.104,-10.278,0,0.097,97.949,0.112
2uIX8YMNjGMD7441kqyyNU,electropop,69,200560,0.475,0.37,0.0577,0.0841,-7.725,0,0.0361,144.828,0.157
09TZsMHXEtQkdmMJZPLKup,southern hip hop,25,188047,0.907,0.765,0,0.153,-7.043,1,0.426,142.992,0.896
14X1WxiHXdVRJ99cMCBzOE,melodic rap,70,224915,0.826,0.635,0,0.245,-5.181,0,0.212,119.954,0.808
6K4t31amVTZDgR3sKmwUJJ,australian psych,87,216320,0.64,0.74,0.00678,0.167,-4.083,1,0.0284,116.879,0.785
05mDaV9Vb3wrzjF6OPZnhq,dfw rap,77,150866,0.617,0.684,0,0.104,-3.618,1,0.0439,132.113,0.295
62vpWI1CHwFy7tMIcSStl8,conscious hip hop,86,292986,0.692,0.521,0,0.0565,-8.465,0,0.33,100.45,0.463
6uYgCE2OEulOw5zhHvZsHf,melodic rap,70,143712,0.638,0.539,0,0.241,-5.853,1,0.0504,83.381,0.247
7zLYKWcXnYeHHWidalz7rj,melodic rap,79,165000,0.699,0.558,0,0.116,-7.622,1,0.0603,79.992,0.493
2qT1uLXPVPzGgFOx4jtEuo,dance pop,81,205920,0.699,0.713,3.11E-06,0.294,-5.507,0,0.0594,121.993,0.354
5rgy6ghBq1eRApCkeUdJXf,baroque pop,78,250626,0.378,0.638,7.66E-05,0.0849,-5.576,1,0.075,184.086,0.735
2rxQMGVafnNaRaXlRMWPde,contemporary country,81,193200,0.551,0.402,0,0.0928,-7.431,1,0.0262,103.313,0.382
3GJ4hzg4lrGwU51Y3VARbF,contemporary country,76,213386,0.616,0.438,0,0.24,-5.968,1,0.0298,135.929,0.386
1kusepF3AacIEtUTYrw4GV,dance pop,47,203760,0.447,0.848,7.45E-05,0.722,-6.175,1,0.222,172.247,0.485
2rTnVB1bvwxHtaIl4uVu7f,alternative r&b,75,238321,0.827,0.469,8.12E-06,0.207,-9.141,0,0.341,97.028,0.196
6foY66mWZN0pSRjZ408c00,contemporary country,81,234346,0.614,0.68,1.84E-06,0.115,-4.58,1,0.0289,149.959,0.707
3ucRKbRlikYHyoI17gfR0c,alternative r&b,68,178347,0.42,0.731,0,0.196,-2.657,0,0.0548,95.575,0.588
4Yxc55NX3tAXC2mHRAhtcW,pop,81,177322,0.376,0.43,0,0.0912,-6.585,0,0.0328,77.599,0.129
3GRSqlALWISqLeNncZMbpX,electropop,3,232853,0.746,0.45,0,0.172,-8.543,1,0.0872,95.998,0.336
4yI3HpbSFSgFZtJP2kDe5m,dance pop,16,162595,0.563,0.564,0.0254,0.304,-7.906,0,0.271,154.355,0.55
2IOFZdYYkFxEHVz1w34PoL,pop,78,259186,0.53,0.512,0.00453,0.129,-9.261,1,0.0259,95.946,0.411
45S5WTQEGOB1VHr1Q4FuPl,pop,89,208906,0.448,0.838,0.000131,0.131,-5.257,0,0.0557,139.863,0.254
3npzogdOEiVsieXmmhBepL,contemporary country,5,197293,0.612,0.57,0,0.0963,-6.642,0,0.0347,77.004,0.335
