id,genre,popularity,duration,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence
6ap9lSRJ0iLriGLqoJ44cq,cali rap,80,112493,0.686,0.541,0,0.0675,-4.993,0,0.0493,120.082,0.724
4ejyZ4uJEXUURcgKp1kP8v,canadian contemporary r&b,5,361946,0.663,0.567,0.00978,0.124,-5.941,0,0.0309,108.959,0.139
79s5XnCN4TJKTVMSmOx8Ep,brooklyn drill,87,216386,0.548,0.805,0.000389,0.408,-5.732,1,0.351,142.094,0.648
0fIffclhgJC5h8AdMMVvkp,brooklyn drill,76,214960,0.637,0.723,7.87E-05,0.196,-5.547,1,0.091,143.013,0.228
2hYN1IVp5LGIsi5MpzcjVz,brooklyn drill,67,221826,0.641,0.76,0,0.0768,-4.442,0,0.179,141.82,0.59
2IT0T0EqPaUxasjl2o8J2G,brooklyn drill,68,190680,0.773,0.744,0,0.066,-5.108,0,0.244,141.004,0.764
5R9k9x85lAYbamdUoKAJvj,brooklyn drill,70,230386,0.73,0.816,1.23E-05,0.415,-5.402,1,0.304,142.054,0.803
0oufSLnKQDoBFX5mgkDCgR,dmv rap,81,158420,0.764,0.394,8.71E-05,0.119,-8.559,1,0.154,92.011,0.471
2nC3QhMI9reBIOWutbU3Tj,alt z,82,201083,0.572,0.406,4.48E-06,0.102,-8.624,1,0.0427,119.812,0.265
2VxeLyX666F8uXCJ0dZF8B,dance pop,86,215733,0.572,0.385,0,0.231,-6.362,1,0.0308,95.799,0.323
09mEdoA6zrmBPgTEN5qXmN,canadian contemporary r&b,84,228373,0.461,0.593,0,0.307,-4.954,1,0.0356,134.17,0.175
792HwhrdO3ErRKL5yRe4Ge,brooklyn drill,83,127546,0.548,0.732,0,0.269,-5.652,0,0.336,142.791,0.612
22LAwLoDA5b4AaGSkg6bKW,melodic rap,83,162546,0.774,0.554,0,0.132,-7.909,1,0.0383,99.034,0.349
3IB5qOeMayvpOdHxYCL5tZ,k-pop,67,246816,0.591,0.848,0,0.372,-4.397,0,0.0828,105.922,0.386
6XXYdF6pJR1K3wKvuxmu7n,dance pop,69,226002,0.71,0.808,0.000773,0.0734,-6.703,0,0.0433,99.989,0.392
1iCJrfkx5U4DtmkazBSYVG,k-pop,0,246380,0.583,0.817,0,0.338,-5.146,0,0.0987,105.936,0.438
3qHgGyJY4GpXNOK4WL4NSo,baton rouge rap,63,156076,0.485,0.814,0,0.112,-3.907,1,0.138,159.894,0.327
0ono6UCNVZ1XqOm6j78Blu,k-pop,78,180220,0.781,0.762,0,0.121,-5.188,0,0.0626,110.042,0.86
1aKuG1GG76xPLUkjBbQo3W,k-pop,74,225012,0.72,0.824,0,0.0509,-5.086,0,0.128,165.998,0.333
15xT6IkTumRGbbSim0t11u,k-pop,0,217404,0.643,0.667,0,0.0904,-6.993,0,0.152,145.999,0.485
6CeZoh6Oemi28WQRpa004x,melodic rap,0,243287,0.78,0.666,1.62E-05,0.147,-6.222,0,0.172,145.978,0.537
1TEEi8aHzb4tGcLJdsepb1,k-pop,0,234457,0.674,0.64,0,0.0925,-5.139,0,0.0339,99.908,0.664
7MYFKS7XpVz1JQDK38pr8N,baton rouge rap,58,127983,0.752,0.653,0,0.125,-4.607,0,0.293,165.046,0.569
2rk5DdEFF6wJ13Wrwm2sy6,k-pop,0,250295,0.566,0.548,0,0.11,-6.456,1,0.0579,157.999,0.196
3bSrpGWHrMlwZ0TdBMXv1p,k-pop,0,233265,0.589,0.696,0,0.0808,-7.981,1,0.0725,134.953,0.332
5LCP80MqF8AqHi0WZZGuwJ,k-pop,0,199338,0.55,0.747,0,0.0536,-5.211,1,0.0407,79.98,0.648
3bHKTyjnhkhCOpTDYTMZmN,k-pop,0,261542,0.526,0.575,0,0.108,-5.215,0,0.0309,84.047,0.19
0KVEBQA98JvkmB5ZydQ13k,baton rouge rap,58,175339,0.506,0.787,0,0.112,-6.634,1,0.161,99.956,0.333
1aMokXl3uKDvCh4BBcjFOA,baton rouge rap,68,185745,0.708,0.654,0,0.208,-6.76,0,0.369,168.032,0.697
1xfXXujIlLZAx5wpu46Nyk,k-pop,74,208589,0.703,0.646,0,0.191,-6.658,1,0.0596,141.87,0.64
7MZF7YLxOP2to9iblSulLc,electropop,1,252337,0.702,0.508,0,0.108,-7.105,1,0.035,82.008,0.143
5YEAvnL3klXUE7etBXvMlp,baton rouge rap,57,146802,0.652,0.798,0,0.118,-5.347,0,0.333,169.857,0.608
4CEFxa53bQl45kF3Fq6CeD,album rock,52,260016,0.472,0.996,0,0.392,-0.578,1,0.16,117.004,0.114
07KegcFokV4bBD1GvO1j6L,k-pop,0,237540,0.661,0.84,0,0.287,-4.805,1,0.116,91.457,0.524
2Nib4r0saYQf2pUV4RFDhl,k-pop,71,259821,0.385,0.798,0,0.181,-6.439,0,0.483,149.756,0.141
5RUUkFNqH3GRKHg1xjprOb,boy band,4,184666,0.721,0.621,0,0.266,-3.639,1,0.0483,127.976,0.473
5KawlOMHjWeUjQtnuRs22c,k-pop,84,229773,0.645,0.862,0,0.192,-4.757,0,0.0965,119.991,0.798
2ezpl1QGsrICxQwl039Yoe,k-pop,0,196198,0.808,0.903,0.000233,0.0993,-3.106,1,0.0958,116.988,0.473
37LWyqxXEUrjMxrhPlAiNF,baton rouge rap,51,141270,0.6,0.654,0,0.132,-4.8,0,0.222,157.8,0.419
6fEdWrEYspdneQMNIT33I4,baton rouge rap,55,178655,0.782,0.67,0,0.0956,-4.332,0,0.358,172.006,0.745
4RhRDVXc3xFojyyjyh1jmN,baton rouge rap,55,175527,0.768,0.565,0,0.277,-7.203,0,0.0525,129.866,0.307
2OUY5NdALupSoIQN9ZBH1a,baton rouge rap,61,138683,0.682,0.809,0,0.217,-4.331,0,0.378,180.088,0.812
2tDrlnQWiCDis4H8RT0W2h,pop,3,195396,0.758,0.666,0.00418,0.33,-8.086,1,0.14,162.083,0.701
3ug164pc9RGmq4TM6x61vJ,baton rouge rap,51,150980,0.537,0.651,0,0.259,-6.49,1,0.249,150.277,0.288
3qZwJ1SiY32JW70JqgiFbY,modern alternative rock,57,277896,0.639,0.468,0.374,0.169,-9.736,1,0.0317,134.077,0.521
1UDHnxlf1NFpbwFJOEVh2Z,melodic rap,0,238289,0.851,0.537,0,0.297,-6.98,0,0.174,149.229,0.211
7HjRPlzOwN72D8gjn9zURA,baton rouge rap,52,169930,0.684,0.64,0,0.24,-5.035,1,0.336,159.874,0.47
1m5ThpiPCchWtaBIAnNfz8,baton rouge rap,52,213626,0.736,0.594,0,0.061,-6.459,0,0.38,163.948,0.905
2isSdmQfVv32j2haL6hk9x,k-pop,71,171023,0.469,0.87,0,0.313,-4.475,0,0.342,86.622,0.652
2QyuXBcV1LJ2rq01KhreMF,k-pop,80,246380,0.583,0.817,0,0.338,-5.146,0,0.0987,105.936,0.438
3op7HNwLli54MBjFGzIlZO,k-pop,73,217404,0.643,0.667,0,0.0904,-6.993,0,0.152,145.999,0.485
4vTgx6h4seHvkuFh84JXYP,k-pop,76,234457,0.674,0.64,0,0.0925,-5.139,0,0.0339,99.908,0.664
3bkkMZEAhx7rTVz1C0itRQ,k-pop,74,198260,0.719,0.758,0,0.129,-5.167,0,0.0851,147.023,0.49
4AlihYDqxXshKhvh5tnMfP,k-pop,75,250295,0.566,0.548,0,0.11,-6.456,1,0.0579,157.999,0.196
7w05lsU2VLSeiT8Nukrv5M,k-pop,75,199338,0.55,0.747,0,0.0536,-5.211,1,0.0407,79.98,0.648
4BKOjYosPhw334moS3wlbO,k-pop,74,233265,0.589,0.696,0,0.0808,-7.981,1,0.0725,134.953,0.332
44WLOqH7QayQOQdeUHeKUK,k-pop,75,261542,0.526,0.575,0,0.108,-5.215,0,0.0309,84.047,0.19
3r9FFjLrAIQjoR8pSHVPC9,k-pop,72,196198,0.808,0.903,0.000233,0.0993,-3.106,1,0.0958,116.988,0.473
37TSJmYKLxXmx8OehFpqMN,k-pop,69,237540,0.661,0.84,0,0.287,-4.805,1,0.116,91.457,0.524
3ekxXNSH4mgUnMprSnopls,north carolina hip hop,57,170192,0.871,0.555,0,0.118,-5.968,1,0.248,129.973,0.248
53F1MVa1BWUkTBbVqgVAfN,contemporary country,67,181933,0.565,0.805,0,0.173,-4.457,1,0.0489,76.04,0.869
24Yi9hE78yPEbZ4kxyoXAI,melodic rap,89,176840,0.77,0.724,0.0107,0.353,-5.484,1,0.0495,121.975,0.898
7MXVkk9YMctZqd1Srtv4MB,canadian contemporary r&b,87,230453,0.679,0.587,6.35E-06,0.137,-7.015,1,0.276,186.003,0.486
463PQggkmk5tTw8ug0ahOX,pop,73,188186,0.76,0.607,0,0.132,-6.274,1,0.0964,105.979,0.709
4EivmOT13NMpNSfTKn9p4s,dance pop,81,163173,0.879,0.499,0,0.0967,-6.027,0,0.18,106.043,0.405
2kJu14V7hbZw3I4K8L8SXb,dance pop,40,193530,0.676,0.815,0.00041,0.275,-4.294,1,0.0625,117.973,0.796
7KSSdFCBHCfq4KPzz78ghk,atl hip hop,71,177314,0.788,0.436,0,0.0979,-9.435,1,0.364,129.847,0.341
6AyWdCtEn1DdxjnxPeojR2,atl hip hop,63,173061,0.807,0.678,0,0.0986,-3.244,0,0.177,147.004,0.21
3tDqEKKUs6gf8zMvSuLyLA,atl hip hop,70,214214,0.892,0.486,0,0.146,-8.637,0,0.384,120.998,0.535
02RCbjb9czvQKNGBmEmWob,atl hip hop,70,183011,0.883,0.599,0,0.179,-5.551,1,0.248,142.976,0.413
5f4Hy5mw5SRaUgXX9c6P5S,atl hip hop,71,205760,0.827,0.552,0,0.122,-7.571,0,0.274,124.011,0.408
20Yz5dzjdTCVjXte9KrJbi,atl hip hop,58,155832,0.681,0.414,0,0.178,-6.944,0,0.223,148.03,0.0734
2b7rt5gCEy2p2zTp656s4U,atl hip hop,58,181999,0.582,0.488,0,0.0941,-8.208,1,0.455,80.322,0.309
01JMnRUs2YOK6DDpdQASGY,atl hip hop,70,203438,0.817,0.513,0,0.109,-6.263,0,0.394,123.029,0.177
7ge7BHazYbVKi8qyZUX1Bm,atl hip hop,76,197529,0.585,0.641,0,0.316,-4.269,0,0.133,88.284,0.266
3EVzllf30zIBAtKb75bs1W,atl hip hop,58,201615,0.619,0.668,0,0.122,-2.115,0,0.271,76.514,0.147
2XEsbmynS9dLSzNSuZzfXF,atl hip hop,58,162791,0.902,0.85,0,0.0838,-6.39,1,0.358,120.132,0.556
6A9wHAasMxed0firnDao1K,atl hip hop,65,188606,0.9,0.846,0,0.204,-4.884,1,0.224,129.966,0.851
3jT2LKH0RSbQ8jIUNFzXm5,chicago drill,81,232064,0.883,0.808,0,0.207,-3.158,0,0.183,119.012,0.805
5ixKkLQSriCQakDWbdW8qD,atl hip hop,57,176539,0.562,0.604,0,0.416,-7.498,0,0.197,83.355,0.562
3PSUg0M68bXMb8vQJIPMZO,atl hip hop,54,181341,0.642,0.372,0,0.149,-10.201,1,0.582,160.009,0.119
4MdcsdRj7i8eBm0qFjO4L4,dance pop,0,226002,0.71,0.808,0.000773,0.0734,-6.703,0,0.0433,99.989,0.392
5awaEIMiJboRO7ycF6UOot,melodic rap,58,223275,0.904,0.492,0.364,0.125,-9.657,1,0.155,149.982,0.257
7euzAmn980JdEcYbIeWHtB,atl hip hop,56,181011,0.817,0.439,0,0.282,-7.635,1,0.505,149.967,0.214
7Fos4vYGRc7HYzzrKCEzAE,atl hip hop,60,182329,0.466,0.653,0,0.14,-6.679,1,0.123,82.463,0.112
4uziEsK1yiqdauKVDPsmVG,latin,76,150853,0.652,0.595,0.000115,0.0842,-4.04,1,0.113,172.27,0.444
7wxl36fAGU3Afv87ZblUwg,atl hip hop,58,167171,0.897,0.574,6.38E-06,0.122,-8.017,1,0.406,150.085,0.769
5T9S5x5hEOvgGKWysm683a,electropop,0,174520,0.802,0.272,0,0.403,-10.563,1,0.412,68.969,0.669
1nX1wW2WuCEnc2eDOBOaFd,atl hip hop,54,169782,0.82,0.793,0,0.362,-5.77,1,0.0975,85.009,0.531
7iG6aXHLFg9tBzP6OIyuJa,hip hop,10,133995,0.467,0.879,0,0.274,-4.372,0,0.483,172.783,0.795
3Wol2exesJNRrj6hGZ6R8s,alternative r&b,54,193833,0.518,0.702,0,0.075,-6.91,0,0.208,134.965,0.878
1sMalYr4ASm3kOr3K9JEh6,atl hip hop,55,163652,0.804,0.422,1.41E-06,0.137,-8.788,0,0.35,93.871,0.157
3Zb5xLEfPAyqvjHzCVOSXX,atl hip hop,54,185853,0.825,0.589,1.53E-06,0.135,-6.875,0,0.451,156.037,0.339
4RVtBlHFKj51Ipvpfv5ER4,dance pop,78,174062,0.573,0.739,0,0.175,-5.455,1,0.0581,120.077,0.363
29Dvkvp7Wgd1VJdDvVJlvf,brostep,58,171428,0.618,0.98,0.516,0.328,-0.842,0,0.0777,140.003,0.488
7E91ECLi2J4L21tEX0RBHn,modern alternative pop,3,192570,0.677,0.878,0,0.154,-3.497,0,0.213,90.048,0.227
6NfrH0ANGmgBXyxgV2PeXt,latin,82,163084,0.685,0.848,7.14E-06,0.0783,-4.561,0,0.0858,179.87,0.761
41wtwzCZkXwpnakmwJ239F,latin,83,170971,0.9,0.603,4.81E-06,0.134,-5.313,1,0.0646,129.928,0.824
38RIEav39FGi86jppxO0du,latin,76,210606,0.85,0.536,3.89E-05,0.0996,-5.161,1,0.0599,96.029,0.505
69vlMrzHwATKzupwNcUPyK,latin,82,206420,0.744,0.868,0,0.0822,-4.524,1,0.047,93.037,0.586
75pQqzwgCjUOSSy5CpmAjy,latin,75,160638,0.882,0.612,5.07E-06,0.182,-6.103,1,0.118,147.982,0.742
2n7ohqg1s68ToAHh4u9mcW,latin,75,192024,0.886,0.672,8.78E-06,0.101,-4.394,1,0.188,91.976,0.526
0SqqAgdovOE24BzxIClpjw,latin,82,172127,0.86,0.758,6.54E-05,0.344,-5.16,1,0.0695,97.014,0.453
4j4w4CXm6BSr0s25wAWrrX,latin,78,196500,0.737,0.766,6.63E-06,0.114,-4.242,0,0.0458,93.956,0.662
7sOfmPd18RWp3FoCzpa7Kw,latin,74,159282,0.71,0.81,0.000132,0.154,-5.507,1,0.0854,92.041,0.184
5kqNIqFjijuzvVLhuY9B8j,latin,72,136892,0.762,0.801,7.04E-05,0.254,-3.661,0,0.0409,93.992,0.81
53v2u51nq3CxiKUNphRzP1,latin,73,167975,0.802,0.787,0,0.153,-6.181,0,0.0599,94.026,0.446
2DEZmgHKAvm41k4J3R2E9Y,latin,84,295176,0.607,0.829,0,0.107,-4.074,1,0.379,96.172,0.685
4saHEjXw7O1NXJOzBkUKKG,latin,72,227939,0.81,0.854,0,0.123,-3.999,0,0.254,154.083,0.879
4r9jkMEnArtWGH2rL2FZl0,latin,81,175918,0.86,0.791,0.000106,0.106,-4.784,1,0.0568,92.023,0.887
4NqQaovM14WR2hNPMFxgjb,latin,74,243275,0.761,0.732,0,0.0716,-5.469,0,0.0549,151.982,0.542
5J7teKIJGtqVypgYI6sqXj,latin,80,232496,0.55,0.598,2.58E-06,0.0955,-5.402,0,0.0831,83.836,0.543
0fgsKar6uBO08vzHXkTjWi,latin,70,258280,0.82,0.635,0,0.244,-5.749,0,0.0772,101.024,0.528
4MZSqgwlE71CWZ6qQ3gkKm,latin,72,157967,0.631,0.665,1.70E-06,0.152,-7.589,0,0.229,80.353,0.634
5gCg2qMPzKkW4jS4dBKdDs,latin,69,190207,0.867,0.686,0,0.1,-5.342,1,0.221,139.968,0.658
1V8XneTrX6kKeoxYbk4x6h,latin,73,240253,0.683,0.677,0,0.0998,-4.496,1,0.0469,156.019,0.514
1eto1iY3lVWyJhejV6Mi6J,memphis hip hop,56,157928,0.832,0.591,2.75E-05,0.124,-7.665,1,0.408,140.081,0.297
5raTDhlbxFDnpn89bxArdH,melodic rap,72,212354,0.719,0.611,0,0.155,-5.01,0,0.0403,129.962,0.489
4nK5YrxbMGZstTLbvj6Gxw,alt z,82,223480,0.863,0.631,3.04E-05,0.123,-4.689,1,0.0534,128.977,0.817
4BR0bp4qHX1lcBM2HtnoIm,contemporary country,55,203466,0.681,0.728,0,0.055,-7.317,1,0.0513,131.017,0.693
7hav1MHURQf5SAoPk0egqh,melodic rap,73,210261,0.772,0.634,0,0.432,-6.101,0,0.212,160.052,0.671
6CUP2khYzdphXebxVTfPE3,melodic rap,71,195299,0.855,0.676,0,0.144,-5.736,1,0.325,133.082,0.509
5egD7A5x9AHdVO2fMo3Wbo,melodic rap,69,195692,0.903,0.535,0,0.0851,-6.238,1,0.286,130.117,0.157
1jDbQz6tr52WgScCTXMnaN,melodic rap,62,227474,0.741,0.599,0,0.785,-6.672,0,0.419,139.891,0.276
6vxU64pcIuQ38O015Zy4qj,melodic rap,67,213884,0.929,0.563,0,0.244,-7.428,1,0.49,129.957,0.353
1xcOYJxDa5pObgxY1r0I9c,melodic rap,65,211882,0.858,0.547,0,0.104,-5.822,1,0.29,128.02,0.303
6YAxCn4juTWn5hWl2hzHGw,melodic rap,64,196638,0.842,0.556,0,0.204,-6.793,1,0.442,118.836,0.306
3kW4z2pIj5VY5fLjBrMRL5,melodic rap,78,234626,0.775,0.72,0,0.114,-5.353,0,0.193,155.086,0.49
4YcWzLSnGqLjSCycuSMHnn,melodic rap,70,233333,0.786,0.683,0,0.706,-5.397,1,0.205,126.002,0.57
25B5fGr9K0VdZJiRFsnMO4,melodic rap,66,195058,0.748,0.771,0,0.135,-4.156,1,0.15,142.086,0.792
2oHDJHNondITqbl8xZ9vPn,melodic rap,67,192705,0.776,0.752,0,0.33,-4.711,0,0.193,140.013,0.716
46mT9NR7N9Zf5MolcrBgE3,melodic rap,62,212821,0.702,0.768,0,0.105,-4.055,1,0.0669,70.056,0.574
3BYIzNZ3t9lRQCACXSMLrT,melodic rap,67,188800,0.775,0.757,0,0.148,-4.139,1,0.175,142.933,0.562
4wBcaYqLPm7EtDVoJQORU4,melodic rap,62,194451,0.734,0.703,1.99E-06,0.413,-6.256,1,0.355,151.923,0.608
5KlPy74NOEAt8jC3FYURnQ,melodic rap,57,181161,0.619,0.784,2.85E-06,0.315,-6.11,1,0.123,156.035,0.471
7gHZGXSJzM29WA384suYY2,melodic rap,61,238425,0.803,0.719,0,0.425,-4.485,1,0.392,129.945,0.549
2IHLaN6wwYKQ3S24NsQqpA,dance pop,76,203672,0.664,0.561,0,0.0764,-7.031,1,0.0495,150.093,0.713
63wx9vdskaXbYxyDx4oJCZ,alternative r&b,77,212866,0.617,0.525,1.10E-06,0.135,-10.426,0,0.12,135.781,0.377
2ajzBr7vwHTEBeqDzcsNRC,melodic rap,71,212354,0.712,0.598,0,0.154,-5.368,0,0.0388,130.007,0.504
2fOlBMkWR7lXJfqp5VTbDG,melodic rap,67,198912,0.879,0.448,0,0.224,-8.57,0,0.222,136.985,0.278
2yUy5eFAFWAichjrySJWA2,alternative r&b,63,188160,0.415,0.674,0,0.202,-8.134,0,0.335,134.769,0.867
7GwYENSg87oERcW0Wacd6m,atl hip hop,64,178096,0.779,0.707,0,0.0934,-6.527,1,0.16,140.894,0.343
1E3VQQWFQAPJkXfYHjqWoI,houston rap,76,176749,0.863,0.633,0,0.285,-5.002,0,0.287,163.991,0.545
75MSZRbAbQuzfUV3Pefvut,alternative r&b,66,259386,0.437,0.517,0,0.109,-9.329,0,0.225,82.757,0.373
3zPgAKn5tbmCuCKrR3r7qE,alternative r&b,67,209933,0.485,0.389,0,0.146,-10.765,1,0.298,93.175,0.391
5RsKelNxucrDxgMbZ3vd3W,dance pop,75,160465,0.716,0.563,0,0.119,-5.486,1,0.0425,86.005,0.495
6ffCTLnwgOBNv09A9UCRl9,alternative r&b,57,185240,0.341,0.368,0,0.14,-9.637,1,0.0311,89.624,0.28
438wODjSTL2jgn1nePaNew,boy band,68,222008,0.661,0.523,0,0.469,-5.902,1,0.0381,122.948,0.536
3Rs9jOQ2FlVgS6vYXPoAVm,alternative r&b,57,221040,0.523,0.458,0,0.102,-9.015,0,0.214,129.264,0.345
1ShHhJlzaLuoZbJ3aP4z0m,electropop,63,197306,0.733,0.552,7.59E-06,0.141,-7.404,1,0.0993,125.311,0.279
3ksNHUNCTP6Pan8rjFnmtw,dance pop,60,225039,0.544,0.353,0,0.105,-7.275,0,0.0303,138.059,0.357
1aWBNkWrY3VA2eeV6ljGQf,alternative r&b,53,71626,0.48,0.274,0,0.383,-17.702,0,0.316,94.539,0.547
00FmWWD8FpB1Ph6nPPw1bC,alternative r&b,53,174333,0.384,0.598,0,0.61,-8.216,0,0.153,82.455,0.365
0oH0OIeKJSAT5bdFkbz20A,melodic rap,47,211653,0.802,0.737,0,0.113,-4.862,0,0.0757,127.013,0.712
4CqSF73VXQcpDTXsCy97CV,alternative r&b,57,269853,0.644,0.451,4.17E-05,0.593,-11.079,1,0.154,149.854,0.779
1lXhfXGzzU2kFlGhaalfjF,alternative r&b,50,108693,0.529,0.0956,7.25E-05,0.105,-19.221,0,0.0528,106.029,0.551
1vPw8XDPJLMmIaQGHYQ7Pp,alternative r&b,52,257573,0.534,0.464,0.000244,0.107,-10.209,0,0.0426,134.568,0.119
1IccfvDqh1CGWNdMThjycb,alternative r&b,59,195186,0.511,0.312,0,0.0847,-10.424,1,0.0412,113.771,0.267
22yqjMigmDx69Ev9yqhtFK,alternative r&b,28,257986,0.663,0.41,0.000667,0.137,-9.589,0,0.367,89.113,0.324
2eAZfqOm4EnOF9VvN50Tyc,melodic rap,80,221746,0.703,0.757,0,0.106,-3.612,1,0.05,82.008,0.696
0xDUqQ3gVuhhjZnK9zXHwG,houston rap,62,183142,0.742,0.731,0,0.131,-4.362,0,0.306,174.019,0.547
48AGUAbQ4itLXYEDAr2UZC,alternative r&b,25,156466,0.362,0.466,1.13E-05,0.224,-8.161,1,0.0858,83.944,0.339
5EmmYFb5EijSotAY26caM7,alternative r&b,31,270066,0.272,0.358,1.06E-05,0.359,-11.231,1,0.0442,82.047,0.281
0pIeBRcu1BeThAwGdQRwL3,alternative r&b,26,100386,0.525,0.478,6.14E-06,0.104,-11.203,0,0.441,147.741,0.276
55CHeLEfn5iJ0IIkgaa4si,houston rap,80,155497,0.843,0.741,0,0.096,-5.609,1,0.334,168.983,0.68
0B8QzDH7YWih85V5SEMnyJ,melodic rap,77,198944,0.795,0.568,0,0.108,-7.817,0,0.142,136.173,0.478
42wYsI2BUS9ABUnY9wZcGT,atl hip hop,0,132800,0.894,0.464,0,0.274,-6.618,1,0.371,81.084,0.583
2tEVGm86VnQZXqe50tQKTz,alternative r&b,21,105933,0.426,0.0613,0.00368,0.162,-17.04,1,0.0401,134.959,0.178
2qG81jL9UIP54uS8gYyP4k,electropop,77,180413,0.632,0.345,0,0.104,-8,0,0.0349,141.641,0.0818
71qTg1coMAqpmwIlVVayoV,alternative r&b,59,257986,0.663,0.41,0.000667,0.137,-9.589,0,0.367,89.113,0.324
7wsmIIm0xWmtP7TmACXkJn,atl hip hop,74,206702,0.836,0.617,0,0.319,-4.363,1,0.0534,138.066,0.866
1eyek0KJEh2v5HQ9uQSybb,electropop,73,252337,0.702,0.508,0,0.108,-7.105,1,0.035,82.008,0.143
0Odu228D0yGcFySGuxU4rY,canadian hip hop,78,221492,0.464,0.547,0,0.155,-8.137,0,0.339,67.003,0.423
56uXDJRCuoS7abX3SkzHKQ,melodic rap,80,224954,0.771,0.654,0,0.214,-6.976,0,0.298,155.047,0.573
0IpnZchq8ek2A6pGEP2Qb1,melodic rap,72,238816,0.733,0.567,0,0.382,-6.718,1,0.319,75.491,0.319
59JWp4PjZ9TRM8cmtaDYB1,melodic rap,74,219340,0.895,0.739,7.61E-06,0.102,-6.633,1,0.283,140.007,0.763
4SnlSaLJJ7reJMCHM5YUuX,melodic rap,62,193861,0.802,0.748,0,0.165,-5.708,1,0.207,150.063,0.516
4lAQfuREAHG8IC0PiiigBt,melodic rap,63,115350,0.862,0.65,0,0.568,-6.978,0,0.355,131.194,0.658
19Ec2gbNtQTE44IizcPjtD,melodic rap,62,193313,0.762,0.622,0,0.145,-6.293,0,0.223,130.019,0.626
4sWGHlZGM1XA7TyWdtBAbA,melodic rap,62,181825,0.867,0.768,0,0.254,-3.73,1,0.0791,102.021,0.34
0AhJag7VI8uFf3mJFsTwvf,melodic rap,62,120076,0.817,0.656,0,0.115,-7.086,0,0.277,139.915,0.314
7vTspUAmMKFkUpKL9HLZNL,melodic rap,63,185438,0.71,0.586,0,0.193,-5.331,1,0.381,175.987,0.207
2BjNjFJAQTxqUPGpOnrese,melodic rap,61,172757,0.682,0.741,0,0.239,-4.489,1,0.249,164.043,0.619
1jaTQ3nqY3oAAYyCTbIvnM,deep underground hip hop,84,139741,0.923,0.604,0,0.272,-6.671,0,0.245,145.062,0.826
4D7NrSeqkTarBrJ80b2sBc,melodic rap,64,194843,0.95,0.654,0,0.138,-5.895,0,0.307,132.936,0.886
5erLs80hB2TbFWgSAbVQpe,melodic rap,62,135064,0.713,0.681,0,0.291,-7.645,0,0.351,159.107,0.635
1HF6P40Z7nfExGaB1Gk99v,melodic rap,63,176756,0.837,0.601,0,0.0928,-5.628,1,0.198,142.977,0.749
5tBdxqz8gauIO8Hh8qwo0H,melodic rap,60,217008,0.778,0.618,0,0.298,-6.432,1,0.219,135.879,0.212
4S2uhQE8L9V6p7rj7SiauJ,melodic rap,81,225857,0.655,0.441,0,0.099,-5.245,0,0.0629,139.957,0.273
0Li1OuXXfi7950ilZUFGkF,rap,74,158708,0.747,0.497,0,0.138,-6.542,0,0.0401,142.046,0.0663
7AzlLxHn24DxjgQX73F9fU,rap,83,154424,0.652,0.631,0.000579,0.165,-5.718,0,0.0893,127.998,0.35
13QU8HBEBaSTZGq1HzQe9S,rap,71,216004,0.584,0.306,0,0.12,-8.401,0,0.0271,70.022,0.096
527k23H0A4Q0UJN3vGs0Da,rap,84,167915,0.629,0.692,0.331,0.603,-8.045,1,0.0376,162.948,0.453
5cHPAqi6V5JPMy0vqS4lK6,atl hip hop,0,132906,0.927,0.497,0,0.106,-9.062,1,0.426,130.013,0.675
7rpNuuoMbid56XkDsx2FjE,dance pop,80,193089,0.443,0.582,0,0.127,-6.02,1,0.0482,147.589,0.239
6SPgp2qK3fb4wPX1SldrNf,rap,67,157133,0.748,0.789,0,0.13,-4.579,1,0.105,147.957,0.67
1h0pnN5qyrpfQMnwrGzuCu,rap,61,183483,0.65,0.589,3.57E-05,0.128,-8.02,0,0.0649,160.031,0.438
79EVtighsMYkWahVb9MnF8,rap,61,171210,0.743,0.753,3.02E-06,0.088,-4.479,1,0.0424,157.046,0.697
0wsfdPl7p3yKjQBmHQsaDn,dance pop,58,179758,0.664,0.743,0,0.34,-7.114,1,0.206,161.885,0.534
62uolmVjOio9xIfwDM1ZvC,melodic rap,66,180234,0.782,0.644,0,0.122,-5.559,0,0.162,129.972,0.434
47IXLhp3c6mu7NqvpuhuLi,rap,65,180674,0.703,0.653,0,0.199,-6.226,0,0.079,140.044,0.414
2sGF7DBXvL2GjkbG606m1G,dance pop,70,176283,0.723,0.726,0.000126,0.057,-3.835,0,0.0472,100.051,0.962
0HIj0uo7zaFIpkzUIkDlmL,dance pop,67,174066,0.933,0.556,0,0.114,-6.115,1,0.216,106.01,0.504
4nlvKIIetOWGIMyhjQXgOZ,australian dance,75,139662,0.56,0.865,0.000153,0.083,-1.148,1,0.0909,159.96,0.424
3tnJIJVNuVziKgY38J2HZP,alternative hip hop,56,168379,0.448,0.492,0,0.382,-9.736,1,0.474,163.806,0.552
0cbO20ZF2lFflZGnNUHhGB,rap,57,185142,0.724,0.693,0,0.389,-5.379,0,0.0798,139.986,0.713
6ikDZX0oc8EKGj2vdMAEDv,dance pop,70,207616,0.606,0.613,0,0.125,-6.758,1,0.0306,123.943,0.258
