flats;metro_distances;districts;prices;prices_per_meter;meters;materials
4312;18;Приморский;7048250;136330;51,69991931;Кирпично-монолитный
4313;39;Пушкинский;7831840;124000;63,16;Кирпично-монолитный
4314;39;Пушкинский;7831840;124000;63,16;Кирпично-монолитный
4315;39;Пушкинский;11195960;128100;87,40015613;Кирпично-монолитный
4316;12;Калининский;8500000;192308;44,19992928;Кирпично-монолитный
4317;30;Красногвардейский;22000000;378657;58,10007474;Кирпично-монолитный
4318;9;Петроградский;26799045;395850;67,7;Кирпично-монолитный
4319;66;Красносельский;7631561;123050;62,02;Кирпично-монолитный
4320;42;Московский;7550228;144585;52,21999516;Кирпично-монолитный
4321;9;Ленинградская область;7767900;135000;57,54;Кирпично-монолитный
4322;63;Ленинградская область;5426400;95000;57,12;Кирпично-монолитный
4323;39;Пушкинский;10952073;121017;90,50028508;Кирпично-монолитный
4324;78;Ленинградская область;5117255;93500;54,73;Кирпично-монолитный
4325;19;Василеостровский;14200000;262477;54,09997828;Кирпично-монолитный
4326;15;Ленинградская область;7990000;111127;71,89971834;Кирпично-монолитный
4327;15;Красногвардейский;13122611;197928;66,29992219;Кирпично-монолитный
4328;15;Петроградский;48000000;613027;78,299977;Кирпично-монолитный
4329;24;Выборгский;6999000;94453;74,1003462;Кирпично-монолитный
4330;9;Центральный;39500000;321138;123,000081;Кирпично-монолитный
4331;24;Василеостровский;11999000;222204;53,99992799;Кирпично-монолитный
4332;12;Московский;13900000;232053;59,90010903;Кирпично-монолитный
4333;30;Калининский;11300000;226000;50;Кирпично-монолитный
4334;18;Невский;12100000;203020;59,6000394;Кирпично-монолитный
4335;30;Петроградский;34000000;468320;72,59993167;Кирпично-монолитный
4336;17;Приморский;15540000;272632;56,99991197;Кирпично-монолитный
4337;20;Невский;11900000;259259;45,9000459;Кирпично-монолитный
4338;15;Ленинградская область;7990000;119970;66,59998333;Кирпично-монолитный
4339;45;Приморский;12000000;203046;59,0999084;Кирпично-монолитный
4340;15;Ленинградская область;7200000;116505;61,79992275;Кирпично-монолитный
4341;20;Выборгский;11816000;144804;81,5999558;Кирпично-монолитный
4342;30;Красносельский;11900000;185647;64,10014705;Кирпично-монолитный
4343;15;Московский;10900000;174400;62,5;Кирпично-монолитный
4344;15;Выборгский;8050000;156615;51,39992976;Кирпично-монолитный
4345;20;Петроградский;21700000;310888;69,80005661;Кирпично-монолитный
4346;9;Фрунзенский;11400000;211503;53,89994468;Кирпично-монолитный
4347;20;Невский;9000000;187500;48;Кирпично-монолитный
4348;78;Ленинградская область;7300000;111963;65,20011075;Кирпично-монолитный
4349;20;Калининский;11300000;231084;48,89996711;Кирпично-монолитный
4350;21;Василеостровский;15900000;267677;59,39994845;Кирпично-монолитный
4351;15;Красногвардейский;19500000;320724;60,79994014;Кирпично-монолитный
4352;15;Приморский;9200000;166365;55,30009317;Кирпично-монолитный
4353;9;Московский;9860000;166949;59,05995244;Кирпично-монолитный
4354;54;Выборгский;6370000;97550;65,29984623;Кирпично-монолитный
4355;30;Невский;10650000;172890;61,59986118;Кирпично-монолитный
4356;20;Ленинградская область;7650000;148717;51,43998332;Кирпично-монолитный
4357;11;Выборгский;15400000;226171;68,09007344;Кирпично-монолитный
4358;33;Красносельский;9350000;143669;65,08014951;Кирпично-монолитный
4359;2;Приморский;15500000;258333;60,00007742;Кирпично-монолитный
4360;10;Центральный;42480000;360000;118;Кирпично-монолитный
4361;11;Невский;10900000;180195;60,4900247;Кирпично-монолитный
4362;69;Ленинградская область;8100000;131451;61,61991921;Кирпично-монолитный
4363;15;Петроградский;28993000;380885;76,12008874;Кирпично-монолитный
4364;54;Выборгский;7300000;102241;71,39992762;Кирпично-монолитный
4365;20;Московский;13250000;193431;68,49987851;Кирпично-монолитный
4366;15;Невский;7400000;202518;36,53996188;Кирпично-монолитный
4367;18;Ленинградская область;7350000;115439;63,66999021;Кирпично-монолитный
4368;54;Выборгский;7350000;98923;74,3002133;Кирпично-монолитный
4369;15;Василеостровский;12950000;211913;61,10998381;Кирпично-монолитный
4370;12;Московский;14250000;232463;61,30007786;Кирпично-монолитный
4371;45;Выборгский;6900000;97734;70,59979127;Кирпично-монолитный
4372;54;Выборгский;7350000;98658;74,49978714;Кирпично-монолитный
4373;5;Выборгский;19990000;218949;91,29980041;Кирпично-монолитный
4374;21;Приморский;17249000;235385;73,27994562;Кирпично-монолитный
4375;13;Ленинградская область;8750000;164783;53,10013776;Кирпично-монолитный
4376;15;Ленинградская область;6900000;121629;56,72989172;Кирпично-монолитный
4377;8;Ленинградская область;6490000;130321;49,80010896;Кирпично-монолитный
4378;15;Московский;10598122;166742;63,56000288;Кирпично-монолитный
4379;18;Выборгский;7490000;144038;52,00016662;Кирпично-монолитный
4380;45;Пушкинский;5750000;109524;52,4999087;Кирпично-монолитный
4381;9;Ленинградская область;9500000;146832;64,69979296;Кирпично-монолитный
4382;18;Выборгский;7490000;144038;52,00016662;Кирпично-монолитный
4383;15;Ленинградская область;7880000;103602;76,06030772;Кирпично-монолитный
4384;12;Ленинградская область;7162848;136800;52,36;Кирпично-монолитный
4385;10;Центральный;54101700;423000;127,9;Кирпично-монолитный
4386;16;Петроградский;111799151;788985;141,6999702;Кирпично-монолитный
4387;12;Невский;6574000;164186;40,03995469;Кирпично-монолитный
4388;18;Московский;12601310;164723;76,50000304;Кирпично-монолитный
4389;4;Московский;9129014;156560;58,31000255;Кирпично-монолитный
4390;16;Выборгский;15120000;200000;75,6;Кирпично-монолитный
4391;13;Петроградский;30117730;344203;87,49990558;Кирпично-монолитный
4392;19;Невский;6360000;120000;53;Кирпично-монолитный
4393;54;Ленинградская область;6031000;83532;72,1998755;Кирпично-монолитный
4394;6;Калининский;13262000;169591;78,19990448;Кирпично-монолитный
4395;9;Фрунзенский;15600000;200000;78;Кирпично-монолитный
4396;20;Петроградский;20468029;350300;58,43;Кирпично-монолитный
4397;20;Петроградский;15885968;324800;48,91;Кирпично-монолитный
4398;19;Василеостровский;24179740;226000;106,99;Кирпично-монолитный
4399;18;Невский;7462222;145775;51,18999829;Кирпично-монолитный
4400;27;Красносельский;11457000;167991;68,20008215;Кирпично-монолитный
4401;12;Выборгский;7464096;127200;58,68;Кирпично-монолитный
4402;12;Выборгский;10500000;177635;59,1099727;Кирпично-монолитный
4403;75;Колпинский;6200000;134783;45,99986645;Кирпично-монолитный
4404;8;Адмиралтейский;21900000;316291;69,24003528;Кирпично-монолитный
4405;15;Ленинградская область;6750000;109400;61,70018282;Кирпично-монолитный
4406;126;Ленинградская область;4490000;85524;52,49988307;Кирпично-монолитный
4407;39;Пушкинский;10954493;121044;90,50009088;Кирпично-монолитный
4408;9;Ленинградская область;5462142;145000;37,66994483;Кирпично-монолитный
4409;9;Ленинградская область;4503694;145000;31,05995862;Кирпично-монолитный
4410;18;Московский;15648890;281000;55,69;Кирпично-монолитный
4411;60;Приморский;9970000;194347;51,29999434;Кирпично-монолитный
4412;20;Ленинградская область;7799000;150560;51,79994687;Кирпично-монолитный
4413;10;Ленинградская область;6650000;111484;59,64981522;Кирпично-монолитный
4414;20;Невский;7350000;156850;46,86005738;Кирпично-монолитный
4415;24;Невский;7199000;120586;59,70013103;Кирпично-монолитный
4416;15;Ленинградская область;7990000;122546;65,20000653;Кирпично-монолитный
4417;75;Красносельский;8700000;151042;57,59987288;Кирпично-монолитный
4418;18;Красногвардейский;9200000;145455;63,24980234;Кирпично-монолитный
4419;15;Невский;8900000;148333;60,00013483;Кирпично-монолитный
4420;51;Колпинский;7154080;146600;48,8;Кирпично-монолитный
4421;51;Колпинский;7128576;153600;46,41;Кирпично-монолитный
4422;8;Выборгский;8200000;186364;43,99991415;Кирпично-монолитный
4423;6;Василеостровский;9682300;254797;38,00005495;Кирпично-монолитный
4424;15;Московский;8327028;193203;43,09988975;Кирпично-монолитный
4425;18;Выборгский;6649872;130800;50,84;Кирпично-монолитный
4426;60;Ленинградская область;6981630;122700;56,9;Кирпично-монолитный
4427;42;Ленинградская область;5100000;79193;64,39963128;Кирпично-монолитный
4428;15;Курортный;6138300;111000;55,3;Кирпично-монолитный
4429;15;Курортный;6249300;111000;56,3;Кирпично-монолитный
4430;15;Курортный;6460200;111000;58,2;Кирпично-монолитный
4431;15;Курортный;6737700;111000;60,7;Кирпично-монолитный
4432;15;Курортный;6993000;111000;63;Кирпично-монолитный
4433;15;Курортный;7347090;111000;66,19;Кирпично-монолитный
4434;15;Курортный;7997550;111000;72,05;Кирпично-монолитный
4435;18;Невский;7494891;119995;62,4600275;Кирпично-монолитный
4436;60;Ленинградская область;7442000;122000;61;Кирпично-монолитный
4437;60;Ленинградская область;4690750;72500;64,7;Кирпично-монолитный
4438;36;Невский;6700000;127887;52,39000055;Кирпично-монолитный
4439;10;Невский;8600000;221649;38,80008482;Кирпично-монолитный
4440;102;Московский;8800000;162362;54,19987435;Кирпично-монолитный
4441;18;Выборгский;6920320;140800;49,15;Кирпично-монолитный
4442;15;Курортный;6704400;111000;60,4;Кирпично-монолитный
4443;12;Курортный;7296300;121000;60,3;Кирпично-монолитный
4444;15;Курортный;7593510;111000;68,41;Кирпично-монолитный
4445;12;Выборгский;6797250;135000;50,35;Кирпично-монолитный
4446;18;Московский;9140292;156164;58,53008376;Кирпично-монолитный
4447;15;Невский;5909642;124100;47,62;Кирпично-монолитный
4448;39;Пушкинский;6736400;119652;56,29993648;Кирпично-монолитный
4449;18;Приморский;6747446;130234;51,81017246;Кирпично-монолитный
4450;19;Московский;9467500;175000;54,1;Кирпично-монолитный
4451;30;Приморский;5911392;111200;53,16;Кирпично-монолитный
4452;18;Приморский;7464310;138100;54,05003621;Кирпично-монолитный
4453;10;Невский;9150000;217857;42,00002754;Кирпично-монолитный
4454;39;Пушкинский;7379000;119595;61,69990384;Кирпично-монолитный
4455;27;Красносельский;9413000;156857;60,01007287;Кирпично-монолитный
4456;60;Ленинградская область;4572400;71000;64,4;Кирпично-монолитный
4457;30;Приморский;9955873;151190;65,85007606;Кирпично-монолитный
4458;39;Пушкинский;8044300;109446;73,5001736;Кирпично-монолитный
4459;18;Московский;8240200;166033;49,62989285;Кирпично-монолитный
4460;66;Красносельский;8533000;106000;80,5;Кирпично-монолитный
4461;9;Ленинградская область;6653760;116000;57,36;Кирпично-монолитный
4462;15;Невский;8544590;136060;62,80016169;Кирпично-монолитный
4463;27;Красносельский;8916000;169056;52,7399205;Кирпично-монолитный
4464;12;Невский;8134400;149832;54,29013829;Кирпично-монолитный
4465;18;Московский;8740554;169851;51,46012682;Кирпично-монолитный
4466;27;Красносельский;9317520;134065;69,50001865;Кирпично-монолитный
4467;12;Невский;9352380;153569;60,90018168;Кирпично-монолитный
4468;9;Ленинградская область;6023292;145000;41,53994483;Кирпично-монолитный
4469;9;Ленинградская область;6739128;133000;50,67013534;Кирпично-монолитный
4470;27;Приморский;6435615;122700;52,45;Кирпично-монолитный
4471;27;Красносельский;9022575;134065;67,30000373;Кирпично-монолитный
4472;12;Невский;7317750;157812;46,37004791;Кирпично-монолитный
4473;18;Приморский;9740763;128948;75,54024103;Кирпично-монолитный
4474;27;Красносельский;9169000;175955;52,10991447;Кирпично-монолитный
4475;39;Пушкинский;6681000;135243;49,39996894;Кирпично-монолитный
4476;18;Невский;7044253;121077;58,17994334;Кирпично-монолитный
4477;19;Московский;9747500;175000;55,7;Кирпично-монолитный
4478;75;Ленинградская область;6550000;133673;49,00017206;Кирпично-монолитный
4479;51;Ленинградская область;6650000;104232;63,79998465;Кирпично-монолитный
4480;30;Приморский;6093675;111300;54,75;Кирпично-монолитный
4481;15;Выборгский;8400420;135600;61,95;Кирпично-монолитный
4482;18;Приморский;7846458;126986;61,78994535;Кирпично-монолитный
4483;12;Невский;9117100;155000;58,82;Кирпично-монолитный
4484;19;Московский;9695000;175000;55,4;Кирпично-монолитный
4485;30;Приморский;6638970;117400;56,55;Кирпично-монолитный
4486;39;Пушкинский;8466700;119082;71,09974639;Кирпично-монолитный
4487;18;Выборгский;7294796;132200;55,18;Кирпично-монолитный
4488;18;Приморский;6631365;135694;48,86999425;Кирпично-монолитный
4489;18;Невский;4851120;139400;34,8;Кирпично-монолитный
4490;12;Невский;8399450;149270;56,27018155;Кирпично-монолитный
4491;18;Невский;7343967;123076;59,6701794;Кирпично-монолитный
4492;39;Пушкинский;6364400;134270;47,4000149;Кирпично-монолитный
4493;27;Приморский;7203303;129300;55,71;Кирпично-монолитный
4494;63;Пушкинский;9713704;150065;64,72997701;Кирпично-монолитный
4495;12;Ленинградская область;9780000;143824;67,99977751;Кирпично-монолитный
4496;39;Пушкинский;9970155;142025;70,2;Кирпично-монолитный
4497;36;Красносельский;7799436;124393;62,699959;Кирпично-монолитный
4498;9;Ленинградская область;6677090;119000;56,11;Кирпично-монолитный
4499;36;Красносельский;8921824;131785;67,69984444;Кирпично-монолитный
4500;21;Выборгский;8583642;133390;64,34996626;Кирпично-монолитный
4501;42;Московский;8050113;155949;51,62016428;Кирпично-монолитный
4502;27;Красносельский;9796000;156811;62,47010733;Кирпично-монолитный
4503;30;Приморский;9883231;162393;60,85995702;Кирпично-монолитный
4504;6;Ленинградская область;6521978;120000;54,34981667;Кирпично-монолитный
4505;18;Выборгский;7235800;130000;55,66;Кирпично-монолитный
4506;14;Ленинградская область;6896284;128279;53,76003867;Кирпично-монолитный
4507;18;Невский;4942053;137700;35,89;Кирпично-монолитный
4508;63;Пушкинский;9468307;152297;62,17001648;Кирпично-монолитный
4509;60;Ленинградская область;5995150;122500;48,94;Кирпично-монолитный
4510;36;Красносельский;8075508;132821;60,79993375;Кирпично-монолитный
4511;63;Пушкинский;9031144;148563;60,78999482;Кирпично-монолитный
4512;18;Ленинградская область;8846168;136452;64,8298889;Кирпично-монолитный
4513;12;Невский;8619550;149489;57,66009539;Кирпично-монолитный
4514;18;Московский;9623150;141081;68,21010625;Кирпично-монолитный
4515;54;Колпинский;6865280;126200;54,4;Кирпично-монолитный
4516;18;Московский;9134970;158814;57,51992897;Кирпично-монолитный
4517;15;Выборгский;7333928;148400;49,42;Кирпично-монолитный
4518;15;Выборгский;7491232;148400;50,48;Кирпично-монолитный
4519;60;Ленинградская область;6973625;118700;58,75;Кирпично-монолитный
4520;60;Ленинградская область;7220322;120600;59,87;Кирпично-монолитный
4521;36;Ленинградская область;4530582;73800;61,39;Кирпично-монолитный
4522;30;Приморский;7008318;125800;55,71;Кирпично-монолитный
4523;39;Пушкинский;6444800;134267;47,99988083;Кирпично-монолитный
4524;12;Невский;9234900;149917;61,60008538;Кирпично-монолитный
4525;63;Пушкинский;8709057;154443;56,39010509;Кирпично-монолитный
4526;42;Московский;8350143;153382;54,44017551;Кирпично-монолитный
4527;18;Приморский;9606756;179868;53,41003402;Кирпично-монолитный
4528;30;Приморский;6010776;111600;53,86;Кирпично-монолитный
4529;5;Красносельский;8501200;106000;80,2;Кирпично-монолитный
4530;63;Пушкинский;9631958;160479;60,02005247;Кирпично-монолитный
4531;15;Невский;6049144;129200;46,82;Кирпично-монолитный
4532;12;Ленинградская область;6183415;107575;57,48003718;Кирпично-монолитный
4533;30;Приморский;6357085;121900;52,15;Кирпично-монолитный
4534;9;Ленинградская область;6394399;124915;51,1900012;Кирпично-монолитный
4535;30;Приморский;6919710;124500;55,58;Кирпично-монолитный
4536;18;Выборгский;7069475;142100;49,75;Кирпично-монолитный
4537;12;Ленинградская область;7204392;117815;61,15004032;Кирпично-монолитный
4538;9;Ленинградская область;7458280;137000;54,44;Кирпично-монолитный
4539;24;Ленинградская область;7758993;123100;63,03;Кирпично-монолитный
4540;36;Красносельский;7946622;134007;59,30005149;Кирпично-монолитный
4541;18;Ленинградская область;7934729;131023;60,55981774;Кирпично-монолитный
4542;36;Красносельский;8021981;148555;54,00007405;Кирпично-монолитный
4543;42;Московский;8150203;148971;54,70999725;Кирпично-монолитный
4544;39;Ленинградская область;2841600;74000;38,4;Кирпично-монолитный
4545;18;Невский;7928938;151171;52,45012602;Кирпично-монолитный
4546;12;Ленинградская область;5868664;117092;50,12011068;Кирпично-монолитный
4547;15;Курортный;5949600;111000;53,6;Кирпично-монолитный
4548;15;Курортный;6273720;111000;56,52;Кирпично-монолитный
4549;12;Ленинградская область;8590815;130500;65,83;Кирпично-монолитный
4550;15;Курортный;8896650;111000;80,15;Кирпично-монолитный
4551;18;Выборгский;7456910;137000;54,43;Кирпично-монолитный
4552;9;Ленинградская область;5633700;133500;42,2;Кирпично-монолитный
4553;9;Ленинградская область;7446600;126000;59,1;Кирпично-монолитный
4554;39;Пушкинский;8710000;125000;69,68;Кирпично-монолитный
4555;39;Пушкинский;8782920;124000;70,83;Кирпично-монолитный
4556;12;Ленинградская область;9073350;126900;71,5;Кирпично-монолитный
4557;39;Ленинградская область;4383760;74000;59,24;Кирпично-монолитный
4558;60;Ленинградская область;6261450;123500;50,7;Кирпично-монолитный
4559;60;Ленинградская область;6243600;129000;48,4;Кирпично-монолитный
4560;60;Ленинградская область;6483420;119400;54,3;Кирпично-монолитный
4561;60;Ленинградская область;6639913;121100;54,83;Кирпично-монолитный
4562;60;Ленинградская область;7093361;121900;58,19;Кирпично-монолитный
4563;27;Приморский;6268728;119200;52,59;Кирпично-монолитный
4564;12;Ленинградская область;5869334;107027;54,83975072;Кирпично-монолитный
4565;39;Пушкинский;8627500;128462;67,15993835;Кирпично-монолитный
4566;12;Ленинградская область;6189126;113938;54,32012147;Кирпично-монолитный
4567;12;Ленинградская область;6283515;103705;60,59028012;Кирпично-монолитный
4568;12;Ленинградская область;6457760;109010;59,24006972;Кирпично-монолитный
4569;12;Ленинградская область;6763645;107599;62,85973847;Кирпично-монолитный
4570;18;Выборгский;7408800;135000;54,88;Кирпично-монолитный
4571;39;Пушкинский;7834680;131853;59,41980842;Кирпично-монолитный
4572;18;Выборгский;8990800;152000;59,15;Кирпично-монолитный
4573;27;Красносельский;9394000;166472;56,42991014;Кирпично-монолитный
4574;30;Приморский;9516606;165190;57,61006114;Кирпично-монолитный
4575;18;Московский;9648086;154172;62,58001453;Кирпично-монолитный
4576;27;Красносельский;9918000;156806;63,25013073;Кирпично-монолитный
4577;27;Красносельский;10102000;149948;67,37002161;Кирпично-монолитный
4578;18;Московский;9625574;148772;64,70017208;Кирпично-монолитный
4579;51;Колпинский;6996486;139400;50,19;Кирпично-монолитный
4580;12;Невский;8531200;150065;56,85003165;Кирпично-монолитный
4581;21;Выборгский;7608394;135840;56,00996761;Кирпично-монолитный
4582;6;Ленинградская область;6542378;120000;54,51981667;Кирпично-монолитный
4583;18;Выборгский;7052886;126600;55,71;Кирпично-монолитный
4584;18;Приморский;8309813;132936;62,50987693;Кирпично-монолитный
4585;18;Приморский;9819315;180602;54,36991285;Кирпично-монолитный
4586;9;Ленинградская область;5894960;124000;47,54;Кирпично-монолитный
4587;15;Невский;7071405;140250;50,42;Кирпично-монолитный
4588;27;Приморский;7403011;121700;60,83;Кирпично-монолитный
4589;12;Выборгский;7594048;123200;61,64;Кирпично-монолитный
4590;12;Ленинградская область;8228745;135900;60,55;Кирпично-монолитный
4591;4;Московский;8626082;150595;57,28000266;Кирпично-монолитный
4592;18;Московский;9278871;169014;54,9000142;Кирпично-монолитный
4593;12;Ленинградская область;6073585;108904;55,77008191;Кирпично-монолитный
4594;12;Ленинградская область;6258706;106658;58,68013651;Кирпично-монолитный
4595;24;Ленинградская область;6781502;127400;53,23;Кирпично-монолитный
4596;12;Ленинградская область;6945089;103119;67,35023613;Кирпично-монолитный
4597;12;Выборгский;7995361;131050;61,01000382;Кирпично-монолитный
4598;21;Выборгский;8317986;146495;56,77999932;Кирпично-монолитный
4599;18;Приморский;9804043;178450;54,94;Кирпично-монолитный
4600;27;Красносельский;9154000;159951;57,2300267;Кирпично-монолитный
4601;18;Невский;5885404;144925;40,60999827;Кирпично-монолитный
4602;12;Ленинградская область;6031247;112418;53,65018947;Кирпично-монолитный
4603;30;Приморский;6418314;119700;53,62;Кирпично-монолитный
4604;30;Приморский;6461840;123200;52,45;Кирпично-монолитный
4605;33;Ленинградская область;7598404;134200;56,62;Кирпично-монолитный
4606;12;Ленинградская область;8213289;142000;57,84006338;Кирпично-монолитный
4607;21;Выборгский;8435861;142138;59,34979386;Кирпично-монолитный
4608;15;Выборгский;8449525;132500;63,77;Кирпично-монолитный
4609;18;Ленинградская область;7297783;127606;57,18996756;Кирпично-монолитный
4610;18;Невский;7979734;151217;52,77008537;Кирпично-монолитный
4611;51;Колпинский;8484346;137800;61,57;Кирпично-монолитный
4612;18;Выборгский;8547000;155400;55;Кирпично-монолитный
4613;21;Выборгский;9237371;133008;69,44973987;Кирпично-монолитный
4614;27;Приморский;7424872;127400;58,28;Кирпично-монолитный
4615;27;Приморский;6288534;121800;51,63;Кирпично-монолитный
4616;9;Ленинградская область;6616055;136950;48,31000365;Кирпично-монолитный
4617;12;Ленинградская область;6930033;102349;67,70982618;Кирпично-монолитный
4618;33;Ленинградская область;7046468;126100;55,88;Кирпично-монолитный
4619;51;Колпинский;7267910;151100;48,1;Кирпично-монолитный
4620;33;Ленинградская область;7261746;132200;54,93;Кирпично-монолитный
4621;51;Колпинский;7408422;126900;58,38;Кирпично-монолитный
4622;27;Приморский;7825685;129500;60,43;Кирпично-монолитный
4623;54;Колпинский;7790588;128600;60,58;Кирпично-монолитный
4624;36;Красносельский;8317904;149066;55,80014222;Кирпично-монолитный
4625;15;Курортный;5929620;111000;53,42;Кирпично-монолитный
4626;15;Курортный;6884220;111000;62,02;Кирпично-монолитный
4627;12;Курортный;7042200;121000;58,2;Кирпично-монолитный
4628;15;Курортный;7397040;111000;66,64;Кирпично-монолитный
4629;12;Ленинградская область;7649586;132300;57,82;Кирпично-монолитный
4630;15;Курортный;7819950;111000;70,45;Кирпично-монолитный
4631;17;Ленинградская область;8852700;138000;64,15;Кирпично-монолитный
4632;12;Ленинградская область;6614789;102017;64,84006587;Кирпично-монолитный
4633;19;Московский;9940000;175000;56,8;Кирпично-монолитный
4634;12;Ленинградская область;6073585;105334;57,66025215;Кирпично-монолитный
4635;78;Ленинградская область;5109840;94000;54,36;Кирпично-монолитный
4636;12;Ленинградская область;6241434;125330;49,8;Кирпично-монолитный
4637;18;Выборгский;7650128;129400;59,12;Кирпично-монолитный
4638;18;Невский;5631624;146200;38,52;Кирпично-монолитный
4639;18;Невский;5828884;144925;40,22000345;Кирпично-монолитный
4640;39;Ленинградская область;3973200;77000;51,6;Кирпично-монолитный
4641;27;Приморский;5582200;146900;38;Кирпично-монолитный
4642;60;Ленинградская область;6723414;119400;56,31;Кирпично-монолитный
4643;60;Ленинградская область;6257565;120500;51,93;Кирпично-монолитный
4644;54;Колпинский;8100989;141700;57,17;Кирпично-монолитный
4645;36;Красносельский;8615701;127829;67,40020653;Кирпично-монолитный
4646;51;Колпинский;9056712;131600;68,82;Кирпично-монолитный
4647;12;Ленинградская область;5898276;114530;51,4998341;Кирпично-монолитный
4648;27;Приморский;6450752;130900;49,28;Кирпично-монолитный
4649;51;Колпинский;7422640;146000;50,84;Кирпично-монолитный
4650;60;Ленинградская область;6544265;123500;52,99;Кирпично-монолитный
4651;27;Красносельский;9690000;150935;64,19982112;Кирпично-монолитный
4652;27;Красносельский;9808000;161715;60,64990879;Кирпично-монолитный
4653;51;Колпинский;7611804;126800;60,03;Кирпично-монолитный
4654;18;Невский;5907190;154275;38,29000162;Кирпично-монолитный
4655;27;Приморский;5504114;144200;38,17;Кирпично-монолитный
4656;18;Невский;7048433;130696;53,92998255;Кирпично-монолитный
4657;18;Выборгский;7253750;125000;58,03;Кирпично-монолитный
4658;18;Выборгский;7748650;131000;59,15;Кирпично-монолитный
4659;18;Выборгский;7857925;134900;58,25;Кирпично-монолитный
4660;20;Ленинградская область;7846336;131254;59,77978576;Кирпично-монолитный
4661;39;Пушкинский;7804440;131876;59,18013892;Кирпично-монолитный
4662;27;Приморский;6417241;121700;52,73;Кирпично-монолитный
4663;27;Приморский;7346040;132600;55,4;Кирпично-монолитный
4664;27;Приморский;7384546;122200;60,43;Кирпично-монолитный
4665;15;Невский;7426960;146200;50,8;Кирпично-монолитный
4666;17;Ленинградская область;7581710;151000;50,21;Кирпично-монолитный
4667;27;Приморский;7539095;128500;58,67;Кирпично-монолитный
4668;18;Выборгский;7837560;162000;48,38;Кирпично-монолитный
4669;9;Ленинградская область;5619250;133000;42,25;Кирпично-монолитный
4670;12;Ленинградская область;6407714;102491;62,51977247;Кирпично-монолитный
4671;27;Красносельский;9919000;153000;64,83006536;Кирпично-монолитный
4672;39;Пушкинский;7810000;125000;62,48;Кирпично-монолитный
4673;39;Ленинградская область;3183530;73000;43,61;Кирпично-монолитный
4674;39;Ленинградская область;3321500;73000;45,5;Кирпично-монолитный
4675;9;Ленинградская область;5160543;145000;35,58995172;Кирпично-монолитный
4676;12;Ленинградская область;6165643;113946;54,11021888;Кирпично-монолитный
4677;9;Ленинградская область;6214560;121000;51,36;Кирпично-монолитный
4678;15;Невский;6374975;141950;44,91000352;Кирпично-монолитный
4679;9;Ленинградская область;6357340;121000;52,54;Кирпично-монолитный
4680;9;Ленинградская область;6433830;141000;45,63;Кирпично-монолитный
4681;9;Ленинградская область;6583500;126000;52,25;Кирпично-монолитный
4682;9;Ленинградская область;6611325;128500;51,45;Кирпично-монолитный
4683;9;Ленинградская область;6648590;128500;51,74;Кирпично-монолитный
4684;9;Ленинградская область;6849180;117000;58,54;Кирпично-монолитный
4685;9;Ленинградская область;7068969;133000;53,15014286;Кирпично-монолитный
4686;9;Ленинградская область;7354919;133000;55,30014286;Кирпично-монолитный
4687;9;Ленинградская область;7564320;136000;55,62;Кирпично-монолитный
4688;18;Невский;7521162;120223;62,56009249;Кирпично-монолитный
4689;39;Пушкинский;7852500;130701;60,07987697;Кирпично-монолитный
4690;17;Ленинградская область;7902980;146000;54,13;Кирпично-монолитный
4691;9;Ленинградская область;8027901;133000;60,36015789;Кирпично-монолитный
4692;12;Ленинградская область;8116729;142000;57,16006338;Кирпично-монолитный
4693;12;Ленинградская область;8207892;138600;59,22;Кирпично-монолитный
4694;39;Пушкинский;8694000;129491;67,13980122;Кирпично-монолитный
4695;39;Пушкинский;8696250;128396;67,7299137;Кирпично-монолитный
4696;39;Пушкинский;8698750;128433;67,72986693;Кирпично-монолитный
4697;39;Пушкинский;8710000;125000;69,68;Кирпично-монолитный
4698;39;Пушкинский;8696520;129490;67,15978068;Кирпично-монолитный
4699;39;Пушкинский;8710000;125000;69,68;Кирпично-монолитный
4700;39;Пушкинский;8736250;125000;69,89;Кирпично-монолитный
4701;12;Ленинградская область;8960130;130500;68,66;Кирпично-монолитный
4702;17;Ленинградская область;9103860;138000;65,97;Кирпично-монолитный
4703;39;Пушкинский;10067500;129753;77,58972818;Кирпично-монолитный
4704;9;Ленинградская область;5929185;138500;42,81;Кирпично-монолитный
4705;24;Ленинградская область;7172759;133100;53,89;Кирпично-монолитный
4706;9;Ленинградская область;5858550;141000;41,55;Кирпично-монолитный
4707;12;Ленинградская область;5862819;105636;55,5001988;Кирпично-монолитный
4708;9;Ленинградская область;5961060;133000;44,82;Кирпично-монолитный
4709;9;Ленинградская область;6149010;141000;43,61;Кирпично-монолитный
4710;9;Ленинградская область;6265380;121000;51,78;Кирпично-монолитный
4711;9;Ленинградская область;6543106;118577;55,18022888;Кирпично-монолитный
4712;27;Приморский;6575189;128900;51,01;Кирпично-монолитный
4713;9;Ленинградская область;6642441;145000;45,80993793;Кирпично-монолитный
4714;12;Ленинградская область;7368968;117172;62,89017854;Кирпично-монолитный
4715;54;Колпинский;7449630;143400;51,95;Кирпично-монолитный
4716;18;Невский;7440304;122757;60,61001817;Кирпично-монолитный
4717;9;Ленинградская область;7469120;136000;54,92;Кирпично-монолитный
4718;9;Ленинградская область;7819091;133000;58,79015789;Кирпично-монолитный
